SEGMENT_ID,HIGHWAY_NUMBER,REGION,SEGMENT_LENGTH_KM,LANE_COUNT,SURFACE_TYPE,CONDITION_INDEX,LAST_INSPECTION_DATE,TRAFFIC_VOLUME_DAILY,ACCIDENT_COUNT_ANNUAL,SPEED_LIMIT,WINTER_MAINTENANCE_PRIORITY,BRIDGE_COUNT,CULVERT_COUNT,REHABILITATION_YEAR,ESTIMATED_REPLACEMENT_COST,LAST_UPDATED
SEG_00034,407,Durham,3.7,8,Asphalt,3.6,2026-03-10,35986,43,50,A,3,0,2016,28349044.0,2026-07-02
SEG_00362,400,GTA,46.0,3,Composite,5.5,2023-02-16,145154,28,40,A,2,1,2020,18070641.0,2026-03-02
SEG_00416,7,Eastern,29.3,5,Gravel,4.8,2026-03-28,96748,38,80,B,1,7,2025,49152085.0,2026-05-16
SEG_00460,403,Northern,2.4,3,Gravel,3.2,2024-06-26,145242,14,40,B,2,3,2016,28795763.0,2026-02-25
SEG_00009,410,Northern,42.5,5,Concrete,3.4,2026-06-13,26413,32,100,A,1,2,2024,36365143.0,2026-07-19
SEG_00435,7,Southwestern,29.0,3,Composite,9.9,2025-07-28,181616,31,60,C,1,10,2015,27345719.0,2026-03-11
SEG_00149,407,GTA,33.2,5,Asphalt,1.5,2024-03-31,131397,36,110,C,5,7,2017,33023783.0,2026-02-12
SEG_00277,403,Ottawa,23.8,3,Gravel,2.7,2024-06-22,197059,23,100,A,0,6,2028,37621943.0,2026-03-27
SEG_00416,QEW,Waterloo,46.7,5,Asphalt,5.8,2023-03-05,100469,19,50,C,4,5,2018,6674070.0,2026-02-28
SEG_00211,417,Northern,11.9,4,Asphalt,3.3,2025-04-02,150617,41,60,C,3,5,2029,3738492.0,2026-04-02
SEG_00332,7,Hamilton,47.9,5,Asphalt,8.2,2026-07-28,180860,2,80,B,2,1,2029,12929961.0,2026-01-26
SEG_00092,417,Durham,12.6,6,Concrete,8.3,2024-05-04,178722,38,100,C,0,2,2021,38648311.0,2026-07-16
SEG_00105,401,Durham,16.0,5,Composite,9.8,2023-05-28,193793,21,60,D,1,8,2019,12957829.0,2026-05-24
SEG_00139,404,Central,26.5,2,Composite,2.3,2024-04-13,21480,41,80,C,0,4,2016,40001189.0,2026-01-28
SEG_00448,17,Northern,26.1,6,Gravel,5.3,2024-03-31,179178,40,60,B,0,5,2017,32388006.0,2026-04-26
SEG_00272,410,Northern,19.5,5,Concrete,1.5,2024-03-31,88186,21,50,B,3,2,2021,4190748.0,2026-05-08
SEG_00459,400,Northern,30.0,4,Asphalt,3.9,2023-01-12,150549,6,110,B,3,1,2018,41240611.0,2026-02-22
SEG_00251,404,Waterloo,30.8,2,Asphalt,4.9,2023-08-04,68199,48,40,C,1,0,2023,12793666.0,2026-06-25
SEG_00466,QEW,Niagara,33.6,3,Concrete,7.5,2023-09-22,54586,10,80,A,4,1,2029,12033303.0,2026-01-30
SEG_00404,400,Durham,2.8,4,Gravel,1.6,2025-02-05,70698,35,50,D,5,4,2028,31524316.0,2026-04-06
SEG_00164,17,Eastern,22.4,2,Asphalt,3.1,2023-09-04,191310,41,110,A,5,3,2025,36991894.0,2026-06-04
SEG_00378,403,Northern,23.7,2,Gravel,6.5,2025-09-26,186161,25,100,D,1,5,2024,32979888.0,2026-06-21
SEG_00004,404,Niagara,9.7,2,Composite,9.1,2023-11-21,61128,1,50,D,0,4,2022,5445401.0,2026-01-10
SEG_00261,403,Northern,14.2,2,Concrete,7.4,2026-05-26,25439,11,100,D,5,3,2023,14754843.0,2026-01-21
SEG_00140,11,Eastern,49.4,6,Gravel,9.9,2023-06-28,101981,46,100,D,0,10,2020,15467098.0,2026-03-15
SEG_00120,404,Durham,7.1,4,Gravel,4.3,2023-12-19,173710,25,50,D,0,5,2019,39891621.0,2026-06-04
SEG_00352,417,Ottawa,38.1,2,Gravel,1.2,2023-08-16,123110,31,40,B,0,5,2023,12629845.0,2026-03-31
SEG_00335,11,Southwestern,1.3,4,Gravel,2.1,2024-10-29,145966,6,110,C,2,5,2023,7451795.0,2026-01-13
SEG_00490,404,Southwestern,44.7,8,Gravel,1.0,2023-05-14,165727,13,60,D,3,2,2019,12933043.0,2026-07-02
SEG_00196,7,Hamilton,25.8,8,Asphalt,6.9,2023-02-20,84610,18,40,C,3,8,2024,31414127.0,2026-05-30
SEG_00092,7,Eastern,43.1,6,Concrete,5.5,2024-04-01,138697,30,40,B,3,5,2015,43766229.0,2026-04-27
SEG_00247,17,Northern,24.7,6,Asphalt,8.5,2025-10-24,174178,6,40,A,0,7,2027,6515185.0,2026-04-09
SEG_00329,404,Hamilton,45.8,6,Concrete,6.8,2023-03-23,25785,43,40,A,4,4,2015,29071183.0,2026-02-18
SEG_00393,69,Niagara,38.8,6,Gravel,2.0,2024-07-29,159518,34,50,D,1,4,2019,31513208.0,2026-06-23
SEG_00159,407,Niagara,40.1,4,Concrete,7.5,2026-05-02,72372,18,100,D,4,0,2024,27382593.0,2026-01-18
SEG_00436,400,Waterloo,45.1,4,Composite,4.1,2025-02-13,61834,26,60,A,4,9,2028,20557356.0,2026-03-17
SEG_00461,410,Central,32.3,7,Concrete,4.8,2026-07-24,128430,7,40,D,3,0,2018,23929505.0,2026-01-16
SEG_00041,7,Ottawa,36.5,3,Gravel,7.2,2025-05-03,101165,21,100,A,1,3,2030,49045783.0,2026-06-01
SEG_00233,403,Hamilton,20.2,6,Composite,4.6,2025-12-01,74625,7,110,B,1,1,2025,18819855.0,2026-01-18
SEG_00315,69,Eastern,11.3,6,Gravel,4.6,2025-07-09,15795,43,40,C,5,4,2028,13641342.0,2026-07-25
SEG_00388,69,Ottawa,40.4,6,Asphalt,5.8,2023-05-25,95832,24,60,B,4,2,2018,5326253.0,2026-02-17
SEG_00053,404,Eastern,3.5,2,Asphalt,4.5,2025-06-26,68187,24,100,A,1,9,2015,23816077.0,2026-03-31
SEG_00210,401,Ottawa,11.4,7,Asphalt,7.0,2024-09-18,193673,3,80,B,3,7,2024,38198232.0,2026-01-21
SEG_00227,407,Central,16.4,5,Asphalt,8.0,2026-05-11,86049,28,80,D,1,5,2027,21080093.0,2026-04-07
SEG_00100,69,GTA,13.0,6,Composite,8.1,2025-02-27,190419,6,100,A,1,2,2015,40782381.0,2026-02-24
SEG_00373,400,Niagara,45.5,6,Asphalt,5.5,2025-11-01,184324,47,80,C,0,4,2016,1566931.0,2026-02-25
SEG_00016,403,Southwestern,46.7,7,Composite,4.8,2025-03-02,25439,5,50,B,4,8,2021,10270528.0,2026-04-20
SEG_00452,401,Niagara,22.4,6,Asphalt,1.2,2025-08-28,165370,47,40,A,5,7,2029,35389563.0,2026-07-31
SEG_00262,400,Northern,40.9,7,Asphalt,5.8,2025-12-13,53784,17,50,A,1,8,2015,20420919.0,2026-07-27
SEG_00430,410,Ottawa,10.5,6,Asphalt,9.2,2025-10-03,105615,38,50,A,0,0,2022,5544253.0,2026-06-12
SEG_00008,400,Northern,44.1,5,Concrete,3.8,2025-08-06,9209,7,110,D,3,3,2017,46102123.0,2026-05-30
SEG_00243,417,Ottawa,10.3,5,Asphalt,9.8,2025-02-13,6227,7,80,C,1,9,2016,47412292.0,2026-04-10
SEG_00067,11,Durham,5.1,4,Asphalt,1.4,2026-04-13,100199,8,60,C,5,4,2015,27468859.0,2026-05-04
SEG_00286,400,Ottawa,16.2,6,Gravel,9.9,2023-02-16,28492,16,40,A,4,9,2017,6929044.0,2026-03-26
SEG_00007,404,Hamilton,16.9,4,Asphalt,4.3,2023-04-02,176181,35,40,A,2,5,2025,17209413.0,2026-01-23
SEG_00129,11,GTA,32.0,4,Composite,9.2,2026-03-04,77009,30,80,D,2,6,2022,24789834.0,2026-02-07
SEG_00070,QEW,Southwestern,16.3,8,Asphalt,6.9,2025-08-15,119731,25,50,A,2,9,2022,3299638.0,2026-03-28
SEG_00100,401,Ottawa,13.1,3,Concrete,9.1,2023-08-13,124459,43,50,B,3,10,2024,42819210.0,2026-02-02
SEG_00322,7,Central,48.7,4,Asphalt,3.9,2023-04-25,199108,27,50,B,5,7,2030,12029418.0,2026-01-27
SEG_00282,400,Waterloo,10.3,3,Concrete,5.8,2026-07-10,59560,32,110,C,0,3,2021,44864839.0,2026-04-19
SEG_00157,403,Central,33.1,2,Composite,6.6,2026-05-17,4013,47,100,D,2,7,2029,41067095.0,2026-05-07
SEG_00327,QEW,Southwestern,15.8,3,Asphalt,4.5,2026-04-19,12830,5,40,A,4,9,2026,27201853.0,2026-04-05
SEG_00003,11,Ottawa,35.5,4,Concrete,2.4,2023-10-16,126676,24,110,A,1,4,2023,22657109.0,2026-07-11
SEG_00272,69,Durham,2.9,8,Asphalt,3.4,2023-12-25,176803,45,60,C,3,1,2020,31630283.0,2026-05-07
SEG_00240,403,Durham,0.8,7,Concrete,1.5,2026-05-12,15081,4,60,C,3,6,2016,24377104.0,2026-06-03
SEG_00233,7,Southwestern,9.2,4,Gravel,2.9,2026-03-30,182081,25,40,A,3,8,2024,42096472.0,2026-04-23
SEG_00472,69,Durham,2.6,2,Gravel,5.3,2024-08-08,167852,21,100,D,2,1,2027,31498852.0,2026-03-27
SEG_00102,QEW,Central,24.7,6,Gravel,2.2,2025-02-13,100390,4,40,C,4,3,2022,365136.0,2026-06-23
SEG_00122,11,Durham,4.9,7,Concrete,5.1,2023-09-10,126600,22,100,B,5,7,2017,36387543.0,2026-03-19
SEG_00231,11,Eastern,14.9,3,Concrete,4.5,2025-04-25,95255,45,110,C,1,3,2019,12158265.0,2026-01-17
SEG_00334,17,Hamilton,41.2,6,Composite,8.6,2026-07-29,24276,16,40,C,2,6,2028,14494015.0,2026-03-26
SEG_00101,17,Hamilton,1.8,5,Gravel,2.5,2023-08-16,141256,22,40,B,1,0,2027,16720944.0,2026-04-27
SEG_00014,17,Northern,25.1,8,Composite,8.3,2023-06-11,69237,38,100,A,1,9,2017,24197836.0,2026-07-17
SEG_00303,11,Durham,29.5,8,Concrete,7.0,2026-06-03,15562,26,110,D,5,10,2028,38841315.0,2026-02-15
SEG_00254,400,Niagara,47.7,2,Composite,7.1,2023-07-11,103076,49,40,A,1,0,2017,13469554.0,2026-03-23
SEG_00322,17,GTA,18.5,2,Gravel,8.6,2026-05-23,45873,8,110,B,0,4,2017,18390541.0,2026-05-10
SEG_00155,17,Ottawa,39.4,3,Asphalt,7.1,2024-07-13,127729,0,110,C,4,10,2015,25729395.0,2026-03-30
SEG_00444,417,Southwestern,4.2,4,Asphalt,3.6,2025-06-02,97153,34,60,D,2,1,2024,47498629.0,2026-02-03
SEG_00006,403,Ottawa,46.0,3,Asphalt,8.2,2024-10-15,111258,6,80,B,3,5,2029,24135819.0,2026-02-09
SEG_00482,403,Waterloo,47.5,8,Composite,9.2,2023-02-28,16315,11,100,C,2,10,2019,41193668.0,2026-02-13
SEG_00117,7,Central,46.6,5,Asphalt,8.9,2026-03-28,2198,15,50,B,5,7,2017,44351356.0,2026-04-24
SEG_00485,417,Niagara,19.3,8,Asphalt,9.6,2024-03-05,79762,8,50,A,5,9,2029,26157480.0,2026-01-30
SEG_00480,11,Southwestern,18.2,7,Gravel,5.6,2023-03-26,142744,43,80,B,5,6,2017,9148040.0,2026-06-11
SEG_00216,401,Northern,36.3,8,Concrete,6.2,2024-01-29,52769,23,40,C,5,9,2022,19406502.0,2026-04-25
SEG_00238,417,Eastern,49.6,6,Gravel,5.3,2023-09-28,115434,9,80,A,2,6,2017,13707490.0,2026-05-23
SEG_00316,403,Eastern,15.4,7,Asphalt,1.8,2026-07-22,108060,45,50,B,4,10,2024,43361146.0,2026-03-27
SEG_00026,7,Hamilton,21.2,6,Composite,8.3,2023-07-13,161629,44,40,A,1,3,2020,26991223.0,2026-01-04
SEG_00256,11,Durham,14.3,2,Composite,9.9,2023-02-18,189279,9,110,C,5,5,2017,28983671.0,2026-05-29
SEG_00057,QEW,Eastern,46.9,3,Asphalt,4.7,2025-07-28,184698,45,60,D,5,2,2029,36866303.0,2026-05-22
SEG_00473,7,Hamilton,23.4,7,Asphalt,8.8,2023-07-01,185860,32,110,B,2,10,2016,19355419.0,2026-04-10
SEG_00364,410,Eastern,12.3,5,Concrete,7.5,2023-02-16,25094,36,110,D,2,7,2020,15125120.0,2026-07-12
SEG_00215,69,Hamilton,14.3,8,Composite,5.8,2025-11-15,96630,2,110,A,3,2,2028,3456926.0,2026-03-12
SEG_00407,7,Ottawa,16.0,7,Asphalt,3.2,2025-11-29,14298,11,50,C,5,1,2030,17906881.0,2026-01-13
SEG_00315,407,Northern,7.1,4,Asphalt,4.0,2025-10-14,67393,50,60,C,2,0,2016,31048706.0,2026-04-07
SEG_00051,11,Ottawa,48.9,6,Asphalt,8.8,2023-10-10,83241,49,60,A,2,7,2029,47620412.0,2026-05-04
SEG_00467,17,Waterloo,0.5,4,Gravel,3.8,2025-03-28,9336,7,60,C,4,8,2020,24815899.0,2026-07-26
SEG_00018,410,Durham,28.1,5,Gravel,8.0,2024-04-13,51705,23,110,D,2,10,2026,28764041.0,2026-06-15
SEG_00263,7,Southwestern,24.5,4,Gravel,7.7,2024-06-12,26458,15,110,B,3,0,2024,41221068.0,2026-03-16
SEG_00117,410,Northern,31.2,3,Asphalt,6.8,2025-04-09,18197,44,110,A,2,2,2030,7282060.0,2026-04-26
SEG_00108,7,Northern,44.3,3,Composite,8.6,2023-02-24,123338,26,60,C,4,0,2022,31235219.0,2026-05-16
SEG_00169,69,Durham,34.8,5,Concrete,6.8,2023-05-04,5034,0,50,B,5,4,2017,14370728.0,2026-02-07
SEG_00103,410,Eastern,48.9,4,Gravel,6.7,2025-01-12,93835,6,60,B,5,0,2022,12142742.0,2026-03-02
SEG_00117,QEW,Waterloo,1.2,8,Gravel,4.4,2026-04-13,185208,15,110,D,5,7,2025,44615737.0,2026-07-11
SEG_00262,17,Southwestern,48.9,8,Composite,8.7,2025-06-02,153035,19,40,C,4,6,2029,32859643.0,2026-07-23
SEG_00182,401,Ottawa,31.5,7,Composite,1.7,2026-01-28,21687,11,100,D,0,6,2023,18066760.0,2026-03-29
SEG_00185,17,Southwestern,26.8,8,Concrete,7.3,2024-08-02,65113,8,50,B,5,10,2015,35049353.0,2026-06-10
SEG_00334,7,Hamilton,22.9,4,Gravel,4.6,2023-09-15,153660,24,100,B,2,7,2020,4756561.0,2026-03-27
SEG_00403,400,Durham,13.9,2,Gravel,4.1,2023-04-08,10310,38,80,B,2,2,2015,1942004.0,2026-04-10
SEG_00100,404,Eastern,28.1,6,Composite,8.7,2023-04-28,11992,31,100,A,0,3,2018,30901696.0,2026-05-23
SEG_00192,400,Southwestern,19.0,8,Asphalt,8.2,2025-04-22,26691,34,80,C,0,8,2026,38703261.0,2026-06-08
SEG_00366,410,Southwestern,25.2,5,Gravel,5.4,2024-05-22,131201,22,40,D,5,10,2017,2967059.0,2026-02-05
SEG_00263,17,Durham,10.6,3,Concrete,7.6,2024-07-30,121571,41,110,D,5,2,2016,37293625.0,2026-02-27
SEG_00159,7,Northern,26.2,6,Asphalt,1.9,2025-12-31,43219,31,80,D,1,2,2023,35842045.0,2026-01-06
SEG_00429,401,Waterloo,12.8,2,Gravel,3.4,2025-08-04,184998,0,100,C,2,2,2019,41146157.0,2026-03-01
SEG_00416,417,Ottawa,33.5,7,Gravel,5.5,2026-01-21,76342,10,100,B,5,8,2021,1157307.0,2026-01-20
SEG_00192,407,Eastern,11.4,5,Asphalt,3.8,2024-09-15,59081,16,60,B,5,9,2020,23577311.0,2026-04-10
SEG_00412,404,Northern,3.7,8,Gravel,1.6,2024-04-26,169849,15,110,B,4,8,2021,13070285.0,2026-07-16
SEG_00103,17,Hamilton,26.1,8,Gravel,9.5,2024-10-12,66003,30,60,B,2,4,2021,14554188.0,2026-03-29
SEG_00362,11,Waterloo,31.9,2,Gravel,7.5,2023-01-01,65081,33,80,B,0,7,2019,5242206.0,2026-02-11
SEG_00218,11,Durham,30.5,8,Gravel,1.1,2025-02-19,125848,23,60,A,2,7,2028,27095005.0,2026-03-25
SEG_00125,407,Southwestern,10.6,4,Composite,5.2,2026-02-03,139543,41,40,B,1,2,2026,40361513.0,2026-04-07
SEG_00330,403,Central,48.1,2,Gravel,5.2,2025-11-19,102745,42,50,C,4,8,2020,20998955.0,2026-05-06
SEG_00248,410,Eastern,29.4,6,Concrete,1.1,2023-01-28,57044,43,60,C,3,4,2030,39500835.0,2026-06-07
SEG_00059,17,Ottawa,31.7,8,Concrete,3.5,2025-06-13,67035,29,110,C,0,0,2015,18422672.0,2026-01-26
SEG_00208,401,Durham,14.7,4,Composite,1.1,2025-06-18,165621,3,80,D,0,8,2026,39376614.0,2026-02-10
SEG_00080,404,Northern,30.8,5,Concrete,6.7,2024-06-23,168696,3,110,A,0,4,2027,8397834.0,2026-02-22
SEG_00275,7,Central,36.7,5,Gravel,8.8,2026-05-21,77602,15,40,A,3,0,2023,26933422.0,2026-05-25
SEG_00100,410,Hamilton,9.5,8,Gravel,5.1,2025-03-31,76709,25,100,A,0,9,2023,25028306.0,2026-03-25
SEG_00496,11,Waterloo,6.1,3,Composite,6.2,2025-04-05,37086,26,110,A,4,3,2021,10837968.0,2026-04-23
SEG_00098,417,Ottawa,40.5,3,Concrete,5.4,2025-11-06,130149,16,80,A,5,8,2030,7091381.0,2026-02-12
SEG_00327,407,Waterloo,36.7,6,Gravel,9.5,2024-08-19,49096,45,110,B,4,2,2021,21457666.0,2026-03-28
SEG_00208,QEW,Central,43.1,4,Concrete,1.0,2023-02-03,83725,43,50,D,4,5,2023,18351634.0,2026-01-25
SEG_00095,17,Waterloo,35.7,5,Composite,2.2,2025-10-25,59649,2,50,D,2,9,2030,15788513.0,2026-02-24
SEG_00322,407,Ottawa,7.7,3,Concrete,7.4,2026-05-12,21872,16,40,B,3,2,2020,29491541.0,2026-06-29
SEG_00140,417,Hamilton,4.3,5,Gravel,5.6,2024-12-07,165933,15,60,D,4,3,2019,26327101.0,2026-06-08
SEG_00474,7,Northern,27.5,3,Composite,5.5,2024-04-10,177839,24,60,B,4,0,2023,24275482.0,2026-04-06
SEG_00150,17,GTA,4.9,5,Concrete,4.6,2025-07-14,5458,44,50,D,5,3,2017,42690578.0,2026-06-27
SEG_00057,404,Hamilton,15.7,4,Composite,4.6,2023-11-16,76790,14,50,C,2,9,2026,29036305.0,2026-07-27
SEG_00401,QEW,Hamilton,36.8,5,Asphalt,7.1,2025-06-12,25269,23,40,B,0,10,2026,35476007.0,2026-07-05
SEG_00053,11,Hamilton,7.5,8,Gravel,9.2,2025-08-05,168746,7,40,D,5,8,2018,49783956.0,2026-01-15
SEG_00396,7,Waterloo,7.4,2,Composite,5.6,2026-06-23,5682,28,40,A,3,0,2023,34640499.0,2026-03-12
SEG_00461,407,Hamilton,12.9,2,Asphalt,6.0,2025-12-23,165054,0,100,A,0,2,2028,29911712.0,2026-06-18
SEG_00194,69,Niagara,30.9,3,Gravel,1.2,2024-05-09,150447,43,100,B,0,0,2020,26302721.0,2026-03-17
SEG_00122,401,Eastern,37.3,2,Gravel,9.0,2023-07-19,53407,48,110,B,2,3,2022,37056597.0,2026-03-03
SEG_00209,407,Hamilton,22.1,6,Concrete,5.1,2025-03-29,14131,16,110,B,5,5,2027,48575323.0,2026-02-12
SEG_00012,407,Hamilton,5.0,5,Composite,8.3,2023-02-27,54212,14,100,C,2,5,2024,2409639.0,2026-02-23
SEG_00246,403,Eastern,39.7,8,Composite,2.4,2026-01-01,34321,4,110,A,0,9,2023,7844170.0,2026-06-09
SEG_00414,QEW,Durham,9.1,3,Asphalt,7.5,2023-11-14,37037,45,100,B,0,4,2030,24163662.0,2026-02-22
SEG_00257,400,Ottawa,11.7,8,Gravel,7.7,2025-05-06,99241,42,110,C,0,0,2027,31173815.0,2026-02-13
SEG_00235,417,Southwestern,4.9,7,Asphalt,9.9,2023-08-09,150359,3,100,D,4,1,2022,22083303.0,2026-06-23
SEG_00056,417,GTA,28.8,7,Concrete,7.6,2025-01-27,32010,4,60,D,0,7,2021,20881777.0,2026-01-18
SEG_00439,7,Central,29.6,6,Composite,7.4,2025-10-22,47927,6,60,A,1,7,2024,30138012.0,2026-04-02
SEG_00363,QEW,Ottawa,14.0,8,Concrete,8.9,2024-11-16,196835,2,110,C,2,5,2028,20134384.0,2026-05-06
SEG_00477,404,Waterloo,16.0,2,Composite,5.4,2024-04-09,19021,8,80,B,3,1,2016,42095051.0,2026-05-05
SEG_00306,410,Ottawa,38.1,6,Composite,2.1,2023-10-29,93857,33,40,A,0,0,2029,28552443.0,2026-03-18
SEG_00484,410,Niagara,19.4,8,Composite,5.6,2025-01-10,63296,35,40,A,2,9,2026,34188975.0,2026-07-16
SEG_00222,QEW,Northern,5.4,2,Asphalt,6.3,2023-10-28,5508,43,80,C,0,9,2030,43223326.0,2026-01-25
SEG_00416,403,Durham,25.3,7,Gravel,6.5,2024-06-14,11406,21,60,B,0,5,2015,19464866.0,2026-06-04
SEG_00151,69,Niagara,15.1,8,Asphalt,5.4,2024-03-01,30443,42,80,B,0,6,2019,46433282.0,2026-04-25
SEG_00156,17,Eastern,7.8,6,Concrete,7.7,2023-02-03,19359,47,110,C,2,10,2021,21287695.0,2026-03-09
SEG_00173,17,Ottawa,6.9,8,Gravel,3.7,2025-03-21,183338,19,60,C,4,10,2018,6818548.0,2026-04-26
SEG_00283,410,Eastern,2.2,3,Asphalt,6.2,2023-10-02,103452,19,60,D,3,0,2017,5191843.0,2026-03-19
SEG_00389,417,Southwestern,40.9,8,Concrete,9.7,2023-02-19,45091,0,80,C,5,5,2018,13090015.0,2026-05-26
SEG_00265,QEW,Eastern,9.3,8,Concrete,8.7,2023-09-10,185159,50,80,C,1,0,2015,36792937.0,2026-01-10
SEG_00133,69,Waterloo,45.7,2,Composite,9.4,2026-07-13,114389,46,80,D,0,4,2019,19402479.0,2026-07-31
SEG_00406,QEW,GTA,19.1,6,Asphalt,4.5,2024-07-29,165398,1,40,B,5,1,2027,38360472.0,2026-02-14
SEG_00109,417,Southwestern,35.7,4,Composite,2.4,2024-12-29,68615,8,50,D,2,0,2028,11209601.0,2026-03-19
SEG_00130,401,Niagara,42.1,5,Concrete,5.7,2026-04-07,81487,21,50,C,5,2,2025,20430438.0,2026-07-05
SEG_00342,401,GTA,40.5,3,Composite,6.4,2025-04-10,177441,8,100,D,2,0,2028,42990658.0,2026-06-23
SEG_00433,400,Niagara,9.3,6,Gravel,6.9,2026-04-04,37668,13,110,B,5,9,2030,18690692.0,2026-07-08
SEG_00006,403,Waterloo,31.5,2,Asphalt,4.5,2025-09-25,70443,15,80,C,4,6,2029,24649037.0,2026-02-22
SEG_00043,410,Waterloo,21.4,3,Concrete,3.8,2025-12-27,39076,4,100,A,1,1,2025,4532464.0,2026-01-30
SEG_00395,11,Southwestern,25.1,7,Concrete,8.3,2025-11-26,32385,2,110,A,3,3,2022,46354316.0,2026-07-06
SEG_00315,403,GTA,4.8,7,Composite,5.3,2025-04-26,16922,9,50,C,1,10,2017,17283892.0,2026-03-28
SEG_00386,11,Southwestern,17.7,2,Asphalt,9.4,2024-07-11,55791,24,40,D,0,7,2030,35259201.0,2026-02-01
SEG_00106,401,Eastern,4.4,3,Composite,4.9,2023-09-15,88136,27,110,B,1,7,2019,32708226.0,2026-07-29
SEG_00170,69,Waterloo,9.1,7,Composite,4.8,2024-12-25,2629,13,40,C,0,0,2022,1664306.0,2026-01-01
SEG_00493,69,Hamilton,20.9,3,Asphalt,8.1,2023-02-03,122728,12,50,D,1,3,2023,6432256.0,2026-07-08
SEG_00013,404,GTA,48.8,4,Asphalt,2.2,2025-08-04,67618,5,110,B,3,5,2023,11822397.0,2026-04-06
SEG_00321,407,Northern,42.4,5,Gravel,4.0,2026-02-23,57223,29,50,D,3,9,2026,49729716.0,2026-04-20
SEG_00011,11,Northern,15.2,4,Asphalt,2.0,2023-04-24,73199,11,50,A,1,1,2025,25722425.0,2026-07-16
SEG_00124,417,Central,42.0,4,Gravel,2.9,2026-03-17,42977,39,80,C,1,9,2029,36690378.0,2026-03-17
SEG_00073,403,Eastern,43.4,2,Composite,3.3,2024-01-28,149299,29,40,A,3,10,2017,5331389.0,2026-07-11
SEG_00382,407,Eastern,10.6,6,Concrete,6.9,2024-06-07,176272,13,60,B,4,10,2021,31383925.0,2026-05-21
SEG_00166,404,Southwestern,8.0,3,Asphalt,1.8,2025-06-28,123289,37,60,A,4,0,2025,31912748.0,2026-07-11
SEG_00431,417,Waterloo,1.3,8,Composite,1.6,2026-03-30,1639,30,80,B,4,4,2018,6863697.0,2026-02-19
SEG_00208,401,Ottawa,6.1,3,Composite,6.5,2025-09-09,151136,13,100,A,3,1,2016,4825816.0,2026-04-05
SEG_00400,410,Northern,17.1,4,Composite,4.9,2024-09-06,198691,32,100,C,2,4,2019,40795981.0,2026-02-21
SEG_00036,QEW,GTA,18.6,7,Gravel,3.0,2025-06-05,198278,19,60,D,3,6,2019,11770073.0,2026-01-15
SEG_00191,400,Eastern,3.4,8,Asphalt,1.5,2023-03-28,21110,0,110,B,2,3,2020,17842955.0,2026-01-26
SEG_00121,11,Niagara,41.9,7,Concrete,1.9,2025-10-06,198330,26,50,B,0,0,2029,37446948.0,2026-02-01
SEG_00343,407,Niagara,25.8,7,Asphalt,6.2,2023-10-03,94986,18,60,B,0,6,2020,35612151.0,2026-01-20
SEG_00237,404,Waterloo,36.5,7,Concrete,3.1,2025-06-05,98213,4,80,D,4,2,2024,46068287.0,2026-01-25
SEG_00045,QEW,GTA,42.4,7,Concrete,5.7,2024-09-09,142586,27,110,A,3,4,2030,38025310.0,2026-06-27
SEG_00033,407,Central,9.6,8,Concrete,8.0,2024-05-23,26943,36,50,C,5,1,2022,17646165.0,2026-05-13
SEG_00060,7,Durham,32.8,8,Asphalt,7.7,2023-08-28,121176,24,60,D,0,10,2029,30128020.0,2026-06-28
SEG_00321,407,Southwestern,3.1,6,Asphalt,3.6,2026-05-09,135585,41,80,B,2,10,2025,44762171.0,2026-04-05
SEG_00083,403,Eastern,9.6,5,Gravel,2.2,2024-02-12,45034,18,50,B,1,2,2016,20509198.0,2026-01-14
SEG_00206,7,Niagara,40.4,2,Gravel,1.4,2026-06-30,6425,12,110,A,0,8,2027,46046958.0,2026-02-05
SEG_00006,403,Durham,15.1,6,Gravel,8.4,2023-09-21,199744,33,40,A,4,8,2029,6991196.0,2026-06-08
SEG_00481,11,Northern,23.9,7,Composite,2.4,2024-07-08,150350,18,40,B,3,9,2025,19295299.0,2026-02-27
SEG_00243,17,Ottawa,43.6,4,Asphalt,1.8,2025-11-07,148503,20,80,C,4,3,2015,34833759.0,2026-04-05
SEG_00091,69,Eastern,12.3,4,Gravel,3.2,2026-06-30,176127,25,50,B,2,8,2018,43857023.0,2026-03-10
SEG_00434,401,Niagara,37.9,5,Gravel,4.2,2023-04-03,116141,34,80,C,0,9,2029,24633597.0,2026-04-29
SEG_00238,407,Hamilton,6.6,7,Gravel,8.3,2023-12-19,34520,30,110,B,2,4,2018,4007289.0,2026-05-23
SEG_00081,417,Northern,40.6,2,Asphalt,8.8,2024-05-22,105468,22,100,C,3,7,2025,24169991.0,2026-06-05
SEG_00489,17,Central,33.9,4,Asphalt,8.4,2023-10-03,129664,3,60,A,2,1,2029,38372178.0,2026-01-20
SEG_00219,69,Ottawa,43.6,3,Gravel,6.5,2023-05-05,103080,38,40,D,0,10,2015,6466028.0,2026-06-22
SEG_00086,17,Southwestern,16.6,6,Gravel,5.0,2026-02-06,172748,20,40,D,1,1,2026,27625623.0,2026-02-03
SEG_00270,410,Eastern,8.8,3,Concrete,8.9,2023-06-20,153064,5,80,C,5,4,2028,24111981.0,2026-07-29
SEG_00255,417,Waterloo,26.0,6,Concrete,3.3,2025-03-06,83534,41,60,B,0,2,2016,8207076.0,2026-03-22
