CLIENT_ID,AGE_GROUP,GENDER,POSTAL_CODE_PREFIX,REGION,HOUSEHOLD_SIZE,INCOME_BRACKET,EMPLOYMENT_STATUS,EDUCATION_LEVEL,LANGUAGE_PREFERENCE,INDIGENOUS_IDENTITY,DISABILITY_FLAG,IMMIGRATION_STATUS,YEARS_IN_CANADA,MARITAL_STATUS,DEPENDENTS_COUNT,HOUSING_TYPE,DIGITAL_ACCESS,LAST_UPDATED
CLT-000500,65+,Prefer Not to Say,T6N,Durham,1,$80-100K,On Leave,Master,Bilingual,Yes,No,Other,5,Single,4,Shelter,Limited,2026-01-14
CLT-000501,35-44,Female,M7C,Central,3,>$100K,Student,Master,Bilingual,Yes,Yes,Other,29,Widowed,1,Rent,No,2026-05-23
CLT-000502,45-54,Male,P3C,Niagara,1,$80-100K,Retired,Master,Bilingual,Prefer Not to Say,Yes,Citizen,2,Common-Law,2,Other,Yes,2026-06-02
CLT-000503,18-24,Male,M5G,Northern,1,$20-40K,Student,College,English,Yes,Yes,PR,45,Married,4,Shelter,Yes,2026-05-08
CLT-000504,55-64,Male,K0V,Eastern,5,$80-100K,Self-Employed,Bachelor,French,Prefer Not to Say,Yes,Other,34,Widowed,1,Other,No,2026-03-14
CLT-000505,45-54,Male,N7N,Niagara,2,>$100K,Unemployed,High School,English,Prefer Not to Say,Yes,Work Permit,32,Single,1,Social Housing,Yes,2026-07-10
CLT-000506,45-54,Prefer Not to Say,L7I,Northern,6,$60-80K,Unemployed,College,English,No,No,Other,12,Married,3,Other,No,2026-04-15
CLT-000507,25-34,Prefer Not to Say,P5Q,Ottawa,6,>$100K,Retired,Bachelor,Other,No,No,Other,36,Married,2,Shelter,Limited,2026-04-25
CLT-000508,65+,Male,L4M,Waterloo,2,$80-100K,Retired,Doctorate,Bilingual,Yes,Yes,Work Permit,21,Divorced,3,Social Housing,Limited,2026-02-06
CLT-000509,25-34,Non-Binary,M2U,Niagara,7,$80-100K,On Leave,Less than HS,Other,No,No,Refugee,26,Widowed,0,Own,Limited,2026-05-18
CLT-000510,25-34,Female,P2H,Northern,3,$60-80K,Retired,Bachelor,French,Yes,Yes,PR,29,Married,1,Shelter,Limited,2026-05-23
CLT-000511,35-44,Male,N1G,Durham,4,$60-80K,Unemployed,Doctorate,Bilingual,No,Yes,Citizen,16,Common-Law,2,Other,No,2026-06-25
CLT-000512,35-44,Prefer Not to Say,T6U,Central,7,$60-80K,Retired,Bachelor,English,Yes,No,Work Permit,4,Married,3,Shelter,Limited,2026-04-19
CLT-000513,35-44,Non-Binary,P4G,Niagara,2,$20-40K,Student,Less than HS,Bilingual,No,Yes,Work Permit,27,Common-Law,1,Social Housing,No,2026-02-15
CLT-000514,18-24,Male,L2C,Durham,4,$60-80K,Unemployed,Bachelor,English,No,Yes,Citizen,15,Common-Law,0,Other,Yes,2026-05-27
CLT-000515,55-64,Non-Binary,T0Z,Central,4,$40-60K,Self-Employed,Less than HS,French,Yes,No,Other,20,Single,4,Own,Limited,2026-03-09
CLT-000516,25-34,Female,K9Q,Hamilton,4,$60-80K,Self-Employed,High School,French,No,Yes,Work Permit,8,Married,1,Other,Yes,2026-01-01
CLT-000517,45-54,Male,T8T,Ottawa,6,$60-80K,Employed FT,Less than HS,Bilingual,Yes,Yes,Other,5,Widowed,2,Social Housing,No,2026-06-17
CLT-000518,35-44,Prefer Not to Say,L9T,GTA,3,$20-40K,Student,Less than HS,French,No,No,Citizen,7,Common-Law,1,Social Housing,Limited,2026-07-30
CLT-000519,25-34,Male,L0U,Hamilton,4,>$100K,Self-Employed,Doctorate,Bilingual,Yes,Yes,Citizen,27,Single,0,Other,Yes,2026-02-05
CLT-000520,18-24,Prefer Not to Say,P9O,Southwestern,3,$20-40K,On Leave,Bachelor,English,No,No,PR,9,Single,2,Rent,Yes,2026-06-06
CLT-000521,25-34,Prefer Not to Say,L3Z,Ottawa,2,$60-80K,Student,Bachelor,Bilingual,No,Yes,PR,14,Married,3,Own,No,2026-04-02
CLT-000522,35-44,Male,N2I,Hamilton,3,$40-60K,Unemployed,High School,Other,No,Yes,Citizen,43,Married,3,Shelter,Limited,2026-01-15
CLT-000523,25-34,Prefer Not to Say,T5D,GTA,1,$40-60K,Self-Employed,Doctorate,Other,Prefer Not to Say,No,Citizen,27,Widowed,0,Social Housing,No,2026-01-20
CLT-000524,18-24,Female,M8C,Niagara,4,>$100K,Retired,High School,French,Yes,No,PR,36,Married,5,Rent,Yes,2026-06-11
CLT-000525,35-44,Non-Binary,P4X,Waterloo,6,$40-60K,Employed FT,Bachelor,Bilingual,No,Yes,Refugee,37,Common-Law,1,Rent,Yes,2026-06-30
CLT-000526,55-64,Female,M2I,Northern,4,>$100K,Unemployed,Bachelor,Bilingual,Prefer Not to Say,No,Citizen,36,Single,1,Own,No,2026-01-18
CLT-000527,65+,Male,L4R,Durham,1,$40-60K,Employed FT,Less than HS,French,Yes,No,Refugee,49,Common-Law,5,Rent,Yes,2026-04-17
CLT-000528,25-34,Female,M5P,Central,6,$40-60K,Employed PT,Bachelor,English,Yes,No,Citizen,25,Common-Law,1,Shelter,No,2026-01-09
CLT-000529,65+,Female,M7A,Southwestern,4,<$20K,Employed FT,High School,Bilingual,Prefer Not to Say,Yes,Other,43,Married,1,Other,Limited,2026-05-01
CLT-000530,18-24,Prefer Not to Say,T8L,Niagara,5,<$20K,Student,Bachelor,Other,No,Yes,Work Permit,38,Single,3,Rent,Limited,2026-07-18
CLT-000531,55-64,Female,M1B,Central,6,$40-60K,On Leave,Master,English,No,Yes,PR,45,Single,3,Other,Yes,2026-04-07
CLT-000532,35-44,Prefer Not to Say,M8T,Southwestern,6,$40-60K,Employed FT,Bachelor,Bilingual,Prefer Not to Say,No,Work Permit,9,Common-Law,4,Rent,No,2026-04-30
CLT-000533,18-24,Prefer Not to Say,N5A,Waterloo,3,$60-80K,Employed PT,Less than HS,Other,Prefer Not to Say,No,Refugee,9,Married,3,Own,Limited,2026-06-19
CLT-000534,25-34,Prefer Not to Say,M2U,Niagara,7,>$100K,On Leave,Less than HS,English,Prefer Not to Say,No,Other,1,Single,0,Other,Yes,2026-04-22
CLT-000535,18-24,Male,P4S,GTA,7,$80-100K,Employed FT,Doctorate,Other,Yes,Yes,PR,8,Divorced,5,Shelter,Limited,2026-02-13
CLT-000536,55-64,Male,L8O,Hamilton,7,$60-80K,On Leave,Bachelor,English,Yes,No,Other,29,Married,5,Shelter,Limited,2026-02-03
CLT-000537,18-24,Male,P5N,Waterloo,4,$40-60K,Student,Less than HS,Other,No,Yes,Work Permit,38,Common-Law,3,Other,Limited,2026-01-29
CLT-000538,55-64,Female,K0L,Ottawa,2,$40-60K,Student,High School,Other,No,Yes,Work Permit,2,Single,3,Social Housing,Yes,2026-04-19
CLT-000539,45-54,Non-Binary,T8N,Hamilton,2,$40-60K,Retired,Less than HS,French,Prefer Not to Say,Yes,Refugee,46,Divorced,2,Other,No,2026-03-14
CLT-000540,45-54,Prefer Not to Say,P3L,Waterloo,5,>$100K,Self-Employed,College,Bilingual,Yes,Yes,Work Permit,24,Widowed,4,Other,No,2026-07-12
CLT-000541,18-24,Female,L2Y,GTA,7,<$20K,Retired,High School,English,Prefer Not to Say,No,Work Permit,27,Widowed,0,Rent,No,2026-07-27
CLT-000542,45-54,Male,P1S,Niagara,5,$80-100K,Employed PT,High School,Bilingual,Yes,Yes,PR,40,Single,1,Other,No,2026-05-23
CLT-000543,25-34,Male,L6Q,Northern,5,>$100K,Self-Employed,Bachelor,Bilingual,Yes,Yes,Work Permit,21,Married,3,Rent,Yes,2026-02-04
CLT-000544,55-64,Non-Binary,P7I,Hamilton,5,<$20K,Employed FT,High School,French,No,Yes,Work Permit,47,Common-Law,0,Shelter,Yes,2026-05-27
CLT-000545,25-34,Female,K9H,Ottawa,4,>$100K,Student,Master,Other,No,Yes,PR,36,Common-Law,5,Shelter,No,2026-07-14
CLT-000546,65+,Male,L5P,Hamilton,6,$60-80K,On Leave,Master,English,No,No,PR,4,Married,5,Social Housing,Yes,2026-03-19
CLT-000547,65+,Non-Binary,K5H,Durham,6,<$20K,Employed FT,Doctorate,Bilingual,No,No,Citizen,37,Married,3,Rent,Yes,2026-06-08
CLT-000548,35-44,Male,T3M,Waterloo,6,$40-60K,Student,Doctorate,Bilingual,No,Yes,Other,16,Married,1,Other,Yes,2026-04-15
CLT-000549,55-64,Prefer Not to Say,N0Z,Durham,5,$40-60K,Unemployed,Less than HS,Other,Prefer Not to Say,No,PR,49,Widowed,5,Social Housing,No,2026-07-25
CLT-000550,18-24,Male,T1A,Southwestern,2,$60-80K,On Leave,Doctorate,Other,No,Yes,Work Permit,17,Widowed,1,Own,Yes,2026-01-28
CLT-000551,55-64,Male,P8U,Waterloo,4,$80-100K,Retired,Doctorate,English,Yes,Yes,Other,15,Common-Law,3,Social Housing,Yes,2026-05-16
CLT-000552,35-44,Male,M1K,Hamilton,1,$20-40K,Unemployed,Bachelor,Bilingual,No,Yes,Citizen,26,Common-Law,5,Rent,No,2026-02-17
CLT-000553,35-44,Non-Binary,L4N,Northern,1,$20-40K,Employed FT,High School,Bilingual,Prefer Not to Say,No,Refugee,39,Married,1,Rent,Limited,2026-03-14
CLT-000554,18-24,Prefer Not to Say,M7H,Southwestern,2,$40-60K,Student,Bachelor,English,Prefer Not to Say,No,Work Permit,30,Single,5,Own,No,2026-01-13
CLT-000555,25-34,Male,M7S,Central,1,$60-80K,Employed PT,College,French,Yes,No,Citizen,47,Married,0,Rent,Yes,2026-03-16
CLT-000556,65+,Male,N5M,Ottawa,4,$80-100K,Employed FT,Master,Bilingual,No,No,Citizen,33,Common-Law,2,Own,Yes,2026-02-25
CLT-000557,65+,Female,N6L,GTA,2,$80-100K,Unemployed,Master,English,No,No,Work Permit,35,Single,3,Other,Yes,2026-06-20
CLT-000558,35-44,Prefer Not to Say,P2S,GTA,6,$40-60K,Employed PT,Doctorate,Bilingual,Prefer Not to Say,Yes,PR,5,Widowed,0,Own,Limited,2026-03-14
CLT-000559,25-34,Non-Binary,P1J,Ottawa,3,<$20K,On Leave,Less than HS,French,Prefer Not to Say,No,Refugee,36,Widowed,1,Other,Yes,2026-03-14
CLT-000560,25-34,Prefer Not to Say,L2A,Ottawa,7,$20-40K,On Leave,Doctorate,English,Yes,No,Work Permit,2,Married,0,Other,Limited,2026-06-15
CLT-000561,35-44,Non-Binary,N9Q,Durham,5,$60-80K,Student,College,Bilingual,Prefer Not to Say,Yes,Other,9,Divorced,1,Other,Yes,2026-03-05
CLT-000562,65+,Prefer Not to Say,N5T,Ottawa,4,$40-60K,Unemployed,Doctorate,English,No,Yes,PR,46,Single,4,Own,Yes,2026-01-26
CLT-000563,25-34,Male,P5E,Eastern,1,$40-60K,Student,Master,French,Yes,No,PR,34,Common-Law,5,Own,Limited,2026-02-02
CLT-000564,25-34,Non-Binary,N2M,Hamilton,7,<$20K,Self-Employed,High School,French,Yes,Yes,Work Permit,15,Common-Law,1,Rent,Limited,2026-04-19
CLT-000565,45-54,Male,N7M,GTA,3,$20-40K,Retired,Doctorate,French,Prefer Not to Say,No,Refugee,45,Divorced,3,Social Housing,Yes,2026-05-19
CLT-000566,65+,Prefer Not to Say,N2C,GTA,4,>$100K,Unemployed,High School,Bilingual,Prefer Not to Say,Yes,Citizen,15,Married,5,Own,No,2026-01-19
CLT-000567,18-24,Prefer Not to Say,K4Z,Hamilton,7,$20-40K,Unemployed,College,French,No,No,Work Permit,4,Divorced,5,Other,Limited,2026-06-21
CLT-000568,25-34,Female,N6Y,Eastern,5,$80-100K,Unemployed,Doctorate,French,Yes,Yes,Other,10,Widowed,4,Rent,No,2026-06-15
CLT-000569,25-34,Female,N8U,Niagara,5,<$20K,Student,Doctorate,English,No,Yes,PR,22,Divorced,5,Rent,Yes,2026-05-14
CLT-000570,55-64,Non-Binary,P3C,Ottawa,6,$60-80K,Self-Employed,Master,French,Prefer Not to Say,Yes,PR,20,Married,2,Shelter,Limited,2026-01-15
CLT-000571,35-44,Male,N0P,Hamilton,3,<$20K,Self-Employed,Master,Bilingual,Prefer Not to Say,No,Other,39,Widowed,3,Rent,No,2026-04-27
CLT-000572,45-54,Prefer Not to Say,T6E,Ottawa,2,$80-100K,Employed FT,College,Bilingual,Yes,No,Other,17,Common-Law,2,Rent,Yes,2026-04-05
CLT-000573,55-64,Non-Binary,L1G,Eastern,6,<$20K,Self-Employed,College,English,No,No,Citizen,37,Divorced,1,Social Housing,Yes,2026-07-11
CLT-000574,65+,Male,M9N,Hamilton,3,$40-60K,Employed FT,Doctorate,French,No,Yes,Refugee,48,Common-Law,5,Other,Yes,2026-03-27
CLT-000575,65+,Male,L1P,Eastern,4,$20-40K,Employed PT,High School,Bilingual,Yes,No,Refugee,32,Divorced,0,Rent,Limited,2026-02-14
CLT-000576,25-34,Male,K8C,Hamilton,1,$80-100K,On Leave,Master,French,No,No,Refugee,47,Common-Law,1,Own,Yes,2026-02-11
CLT-000577,45-54,Non-Binary,P6H,Hamilton,7,$20-40K,Employed FT,Less than HS,Bilingual,Prefer Not to Say,Yes,PR,6,Single,4,Other,No,2026-02-11
CLT-000578,25-34,Male,N5Z,Waterloo,3,>$100K,On Leave,Less than HS,English,Yes,Yes,Other,1,Married,5,Shelter,No,2026-05-21
CLT-000579,35-44,Male,T0B,Northern,1,$80-100K,Employed PT,College,English,Prefer Not to Say,No,Citizen,34,Single,3,Own,Yes,2026-05-13
CLT-000580,35-44,Prefer Not to Say,M6U,Durham,4,$80-100K,Student,Doctorate,French,Yes,Yes,Work Permit,36,Widowed,4,Shelter,Yes,2026-02-23
CLT-000581,65+,Female,M4G,Southwestern,6,$60-80K,Unemployed,High School,French,No,No,PR,6,Single,3,Social Housing,Yes,2026-01-12
CLT-000582,18-24,Non-Binary,N0C,GTA,6,$40-60K,Employed FT,High School,English,Yes,No,Work Permit,21,Divorced,4,Social Housing,Yes,2026-01-13
CLT-000583,65+,Prefer Not to Say,K2V,Eastern,5,$40-60K,Student,Doctorate,Other,Yes,Yes,Refugee,24,Single,5,Other,Limited,2026-07-14
CLT-000584,55-64,Prefer Not to Say,T8O,Hamilton,4,$60-80K,Self-Employed,Bachelor,Bilingual,Yes,Yes,Other,30,Divorced,5,Own,Yes,2026-07-22
CLT-000585,25-34,Male,P9H,Waterloo,4,>$100K,Self-Employed,High School,English,No,No,PR,2,Common-Law,2,Own,Limited,2026-03-06
CLT-000586,35-44,Non-Binary,T8N,Durham,7,<$20K,Self-Employed,Doctorate,Other,Prefer Not to Say,Yes,Work Permit,7,Widowed,4,Own,No,2026-05-29
CLT-000587,65+,Prefer Not to Say,L0H,Ottawa,3,$60-80K,On Leave,College,Bilingual,Prefer Not to Say,Yes,Other,6,Widowed,5,Social Housing,Yes,2026-06-19
CLT-000588,45-54,Female,M5I,Southwestern,5,$20-40K,On Leave,High School,French,No,Yes,Other,20,Common-Law,0,Shelter,Yes,2026-05-13
CLT-000589,35-44,Prefer Not to Say,N0E,GTA,6,$60-80K,Self-Employed,Less than HS,Bilingual,Yes,No,Other,42,Common-Law,1,Own,Limited,2026-03-30
CLT-000590,35-44,Non-Binary,T5Y,Eastern,6,$40-60K,Unemployed,College,English,No,No,Refugee,29,Widowed,4,Other,Limited,2026-02-12
CLT-000591,65+,Female,M0X,GTA,4,$20-40K,Self-Employed,Doctorate,English,No,Yes,Other,19,Divorced,0,Own,Yes,2026-03-17
CLT-000592,45-54,Male,T7L,Hamilton,5,>$100K,Employed FT,College,English,Yes,No,Other,27,Divorced,3,Own,Limited,2026-04-18
CLT-000593,35-44,Non-Binary,K6E,Southwestern,3,$60-80K,Employed FT,Doctorate,Bilingual,Prefer Not to Say,No,Refugee,5,Single,0,Own,Limited,2026-04-29
CLT-000594,45-54,Male,K3F,Central,4,<$20K,Self-Employed,College,Bilingual,Yes,Yes,Refugee,15,Married,2,Shelter,Limited,2026-04-19
CLT-000595,55-64,Prefer Not to Say,T4T,GTA,7,$20-40K,Self-Employed,Less than HS,Bilingual,Yes,Yes,Refugee,28,Widowed,4,Other,Limited,2026-05-27
CLT-000596,25-34,Non-Binary,N9F,Southwestern,4,<$20K,Unemployed,Master,English,Yes,Yes,Citizen,5,Widowed,3,Social Housing,Yes,2026-02-04
CLT-000597,25-34,Male,L5W,Niagara,7,$40-60K,Employed FT,Master,English,Yes,No,Work Permit,38,Single,3,Own,Yes,2026-03-04
CLT-000598,35-44,Female,N4G,Northern,3,$60-80K,On Leave,Doctorate,Other,No,Yes,Work Permit,13,Divorced,1,Social Housing,Yes,2026-06-16
CLT-000599,65+,Female,K1C,Central,3,<$20K,Self-Employed,Less than HS,English,Prefer Not to Say,Yes,PR,1,Divorced,0,Shelter,Yes,2026-03-05
CLT-000600,65+,Prefer Not to Say,T9G,GTA,7,<$20K,Unemployed,High School,French,Yes,No,Work Permit,10,Divorced,3,Rent,Limited,2026-07-13
CLT-000601,35-44,Female,P4V,Northern,3,$60-80K,Employed FT,Less than HS,Other,Yes,No,Other,36,Widowed,2,Social Housing,Limited,2026-02-06
CLT-000602,45-54,Male,P4K,Central,2,$60-80K,On Leave,College,French,No,Yes,Other,23,Single,4,Own,No,2026-06-06
CLT-000603,55-64,Non-Binary,M2Z,Eastern,2,$20-40K,Unemployed,Master,Bilingual,Prefer Not to Say,Yes,Work Permit,32,Single,5,Rent,Limited,2026-07-08
CLT-000604,65+,Non-Binary,T2Q,Durham,1,$40-60K,Employed FT,Bachelor,Bilingual,Yes,No,Other,5,Widowed,5,Shelter,Yes,2026-04-03
CLT-000605,35-44,Non-Binary,K5F,Southwestern,6,>$100K,Student,Bachelor,Other,No,No,Work Permit,49,Common-Law,4,Shelter,No,2026-07-23
CLT-000606,55-64,Female,M4N,Southwestern,7,<$20K,Employed FT,Bachelor,English,No,Yes,Refugee,19,Widowed,3,Rent,Limited,2026-06-21
CLT-000607,45-54,Non-Binary,L3P,Hamilton,5,$20-40K,On Leave,Master,Bilingual,Prefer Not to Say,No,Refugee,1,Widowed,0,Rent,Yes,2026-01-06
CLT-000608,35-44,Male,N2L,Southwestern,7,$40-60K,Self-Employed,High School,Other,Yes,Yes,Refugee,3,Widowed,4,Rent,Yes,2026-06-11
CLT-000609,65+,Non-Binary,N0O,Waterloo,2,$60-80K,Employed PT,College,English,Prefer Not to Say,No,Work Permit,12,Single,5,Shelter,Yes,2026-02-25
CLT-000610,25-34,Non-Binary,M3X,Waterloo,3,$20-40K,Self-Employed,Doctorate,Bilingual,No,Yes,Refugee,35,Widowed,2,Rent,Limited,2026-03-04
CLT-000611,45-54,Male,N9I,Waterloo,4,>$100K,Unemployed,College,Bilingual,Prefer Not to Say,No,Other,22,Divorced,5,Other,Yes,2026-02-14
CLT-000612,45-54,Female,T1P,Southwestern,6,>$100K,On Leave,Doctorate,French,No,Yes,Other,14,Married,1,Social Housing,Yes,2026-02-11
CLT-000613,25-34,Female,N2P,Niagara,1,$60-80K,Student,College,English,Prefer Not to Say,No,Citizen,17,Divorced,2,Social Housing,Yes,2026-01-21
CLT-000614,25-34,Prefer Not to Say,K8C,Ottawa,1,$40-60K,Employed FT,High School,French,Prefer Not to Say,Yes,Citizen,30,Common-Law,5,Social Housing,Limited,2026-04-02
CLT-000615,25-34,Female,N6P,Hamilton,7,$40-60K,Employed PT,High School,French,No,No,PR,48,Married,5,Shelter,Yes,2026-07-07
CLT-000616,25-34,Prefer Not to Say,P3T,Niagara,7,>$100K,Retired,High School,English,No,Yes,Citizen,0,Married,3,Own,No,2026-04-23
CLT-000617,25-34,Male,L3U,Southwestern,6,$80-100K,Student,Master,Other,No,Yes,Refugee,4,Common-Law,2,Shelter,Yes,2026-01-29
CLT-000618,18-24,Non-Binary,K0R,Waterloo,5,$20-40K,Employed FT,Master,Other,Yes,Yes,Other,23,Single,3,Other,Yes,2026-03-01
CLT-000619,45-54,Prefer Not to Say,K1E,Waterloo,4,$20-40K,Unemployed,Less than HS,Bilingual,Prefer Not to Say,No,Citizen,49,Married,5,Shelter,Limited,2026-04-06
CLT-000620,55-64,Male,P2N,Durham,6,<$20K,Employed FT,Master,English,No,Yes,PR,1,Widowed,5,Shelter,Yes,2026-02-10
CLT-000621,18-24,Non-Binary,L2H,Waterloo,6,>$100K,Unemployed,Master,Other,Yes,Yes,PR,13,Single,2,Other,Limited,2026-05-13
CLT-000622,65+,Prefer Not to Say,L1O,Central,4,$80-100K,Employed FT,High School,French,Yes,Yes,Other,33,Widowed,0,Shelter,Yes,2026-06-04
CLT-000623,35-44,Male,N5A,Northern,7,>$100K,Unemployed,Less than HS,French,Yes,Yes,Refugee,32,Widowed,3,Shelter,Limited,2026-03-31
CLT-000624,55-64,Prefer Not to Say,L5V,Durham,3,<$20K,Retired,College,English,No,No,Citizen,18,Widowed,3,Rent,Yes,2026-04-11
CLT-000625,45-54,Non-Binary,T6E,Hamilton,2,$80-100K,Student,College,English,Prefer Not to Say,Yes,Work Permit,49,Married,0,Social Housing,Yes,2026-06-16
CLT-000626,55-64,Non-Binary,T5B,Southwestern,4,$20-40K,Employed FT,Bachelor,Other,No,Yes,Work Permit,38,Married,4,Social Housing,Yes,2026-04-19
CLT-000627,65+,Prefer Not to Say,N4B,Hamilton,5,>$100K,Retired,Doctorate,Other,Prefer Not to Say,No,Other,20,Divorced,2,Other,Yes,2026-07-12
CLT-000628,18-24,Male,N6O,Northern,4,$40-60K,Employed FT,Master,Other,Prefer Not to Say,Yes,Other,28,Widowed,4,Social Housing,Yes,2026-04-27
CLT-000629,45-54,Male,M2I,Waterloo,2,<$20K,Student,Doctorate,Bilingual,No,Yes,Work Permit,15,Divorced,4,Own,No,2026-04-23
CLT-000630,18-24,Non-Binary,M7U,Waterloo,2,$60-80K,Unemployed,Less than HS,Other,No,No,Other,11,Divorced,5,Other,Yes,2026-07-13
CLT-000631,18-24,Female,T2P,Eastern,3,$60-80K,Employed FT,High School,Bilingual,No,No,PR,4,Married,1,Own,Yes,2026-05-22
CLT-000632,35-44,Prefer Not to Say,T8S,Central,7,$80-100K,Employed FT,College,French,Yes,No,PR,21,Divorced,3,Own,Yes,2026-05-29
CLT-000633,55-64,Male,L7Z,Durham,2,$60-80K,Self-Employed,Master,English,Prefer Not to Say,Yes,Citizen,12,Common-Law,0,Rent,Limited,2026-04-14
CLT-000634,35-44,Female,K9Q,Central,4,>$100K,Retired,College,Other,Prefer Not to Say,No,Citizen,47,Divorced,0,Shelter,Yes,2026-01-07
CLT-000635,45-54,Non-Binary,N1I,Eastern,2,$60-80K,Employed FT,Less than HS,Bilingual,Prefer Not to Say,Yes,Refugee,19,Common-Law,1,Shelter,Limited,2026-04-23
CLT-000636,18-24,Prefer Not to Say,K8W,Hamilton,4,$20-40K,On Leave,Less than HS,Bilingual,No,No,Work Permit,0,Common-Law,2,Social Housing,Limited,2026-04-22
CLT-000637,45-54,Male,P2J,Durham,6,$60-80K,Unemployed,Less than HS,Bilingual,Yes,No,Other,23,Married,5,Own,No,2026-01-28
CLT-000638,65+,Prefer Not to Say,K6G,Southwestern,6,$80-100K,Employed PT,Less than HS,French,Yes,Yes,PR,36,Widowed,4,Rent,Yes,2026-03-22
CLT-000639,55-64,Male,M7W,Ottawa,2,$20-40K,Self-Employed,Doctorate,English,No,No,Other,16,Common-Law,3,Shelter,No,2026-01-19
CLT-000640,35-44,Non-Binary,M7U,Niagara,4,<$20K,Unemployed,College,Other,Prefer Not to Say,Yes,Other,5,Single,3,Social Housing,No,2026-04-23
CLT-000641,65+,Prefer Not to Say,N7Y,Niagara,3,$60-80K,Self-Employed,Bachelor,Other,No,No,Refugee,25,Single,4,Social Housing,Yes,2026-01-03
CLT-000642,55-64,Non-Binary,T2S,Niagara,3,$40-60K,Unemployed,High School,English,No,No,Citizen,18,Widowed,4,Other,Limited,2026-05-07
CLT-000643,55-64,Female,P8Q,Hamilton,2,$60-80K,Unemployed,College,Bilingual,Yes,Yes,Citizen,27,Single,5,Other,No,2026-06-27
CLT-000644,18-24,Prefer Not to Say,P2T,Durham,4,>$100K,Employed PT,Doctorate,Other,Prefer Not to Say,No,Citizen,3,Divorced,3,Rent,No,2026-04-17
CLT-000645,45-54,Female,P0H,Northern,7,<$20K,Unemployed,High School,English,Yes,Yes,Other,44,Married,4,Rent,Yes,2026-07-30
CLT-000646,18-24,Male,M1Z,Durham,3,>$100K,Employed FT,Bachelor,Bilingual,No,No,Work Permit,33,Divorced,2,Social Housing,Yes,2026-06-28
CLT-000647,35-44,Non-Binary,K9M,Ottawa,3,<$20K,Unemployed,High School,Other,Prefer Not to Say,No,Work Permit,22,Divorced,5,Other,Yes,2026-03-23
CLT-000648,18-24,Prefer Not to Say,P8G,Durham,4,>$100K,Employed FT,Doctorate,French,No,No,Refugee,27,Widowed,3,Rent,Limited,2026-02-22
CLT-000649,55-64,Non-Binary,T8N,Southwestern,1,$60-80K,Self-Employed,Master,French,No,No,Citizen,44,Single,4,Other,Limited,2026-05-30
CLT-000650,18-24,Prefer Not to Say,K4N,Waterloo,3,>$100K,Student,Bachelor,French,Prefer Not to Say,Yes,Refugee,43,Widowed,2,Rent,No,2026-05-15
CLT-000651,35-44,Male,N9O,Eastern,4,$60-80K,Retired,Doctorate,English,Yes,Yes,PR,41,Divorced,0,Other,Yes,2026-06-23
CLT-000652,55-64,Non-Binary,T2A,Eastern,5,>$100K,Student,High School,English,Yes,Yes,Work Permit,40,Single,4,Own,Limited,2026-03-12
CLT-000653,35-44,Prefer Not to Say,K4X,Southwestern,4,>$100K,Employed PT,High School,English,Yes,No,Work Permit,27,Divorced,1,Rent,Limited,2026-02-24
CLT-000654,65+,Non-Binary,M8E,Southwestern,2,>$100K,Employed PT,Bachelor,French,No,Yes,Other,5,Common-Law,0,Rent,Yes,2026-06-14
CLT-000655,45-54,Non-Binary,L9Y,Durham,7,$40-60K,Employed FT,Doctorate,Bilingual,Yes,Yes,PR,18,Widowed,2,Rent,No,2026-01-13
CLT-000656,45-54,Non-Binary,L0Y,Waterloo,2,>$100K,On Leave,High School,French,Prefer Not to Say,Yes,Other,40,Widowed,4,Shelter,Yes,2026-02-05
CLT-000657,35-44,Non-Binary,M4Z,Eastern,1,<$20K,Retired,Less than HS,Other,No,Yes,Other,11,Married,5,Social Housing,Limited,2026-06-26
CLT-000658,25-34,Female,N7U,Eastern,4,$60-80K,Unemployed,College,Bilingual,No,No,Citizen,28,Married,3,Social Housing,No,2026-02-27
CLT-000659,35-44,Non-Binary,L8D,Southwestern,4,<$20K,Employed PT,Bachelor,Other,No,Yes,Work Permit,43,Married,4,Rent,Limited,2026-07-10
CLT-000660,25-34,Non-Binary,K7W,GTA,7,$20-40K,Employed FT,College,English,Prefer Not to Say,Yes,PR,16,Married,5,Rent,Limited,2026-01-13
CLT-000661,45-54,Female,N9X,Durham,5,>$100K,Unemployed,Master,French,No,No,Refugee,12,Married,5,Other,Yes,2026-08-01
CLT-000662,25-34,Male,K7D,Waterloo,1,$20-40K,Student,College,French,Prefer Not to Say,No,Work Permit,29,Single,2,Rent,Yes,2026-07-22
CLT-000663,65+,Male,N2F,GTA,7,>$100K,Student,Doctorate,Bilingual,Prefer Not to Say,Yes,Citizen,0,Common-Law,2,Rent,No,2026-03-06
CLT-000664,25-34,Prefer Not to Say,L4I,Eastern,7,$20-40K,Self-Employed,Master,Other,Prefer Not to Say,Yes,Work Permit,9,Married,5,Own,Limited,2026-01-15
CLT-000665,45-54,Female,K7M,Durham,2,$40-60K,Employed PT,Bachelor,English,Prefer Not to Say,No,Other,20,Divorced,0,Own,Limited,2026-02-25
CLT-000666,25-34,Non-Binary,K0A,GTA,5,<$20K,Employed FT,Doctorate,Other,Yes,Yes,Work Permit,32,Divorced,5,Shelter,No,2026-03-26
