PARTICIPANT_ID,AGE,GENDER,REGION,EDUCATION_LEVEL,PRIOR_EMPLOYMENT_MONTHS,TRAINING_PROGRAM,TRAINING_HOURS,CERTIFICATION_EARNED,EMPLOYMENT_OUTCOME,SALARY_POST_TRAINING,INDUSTRY_PLACED,TIME_TO_EMPLOYMENT_DAYS,RETENTION_6_MONTH,SKILL_MATCH_SCORE,FEATURE_IMPORTANCE_RANK,IS_TRAINING_SUITABLE,UPDATE_FREQUENCY,LAST_UPDATED
PRT-000547,53,F,Niagara,High School,194,Healthcare Aide,72,Yes,Unemployed,77883,Manufacturing,169,No,0.53,5,Yes,Weekly,2026-01-20
PRT-000548,60,M,Southwestern,High School,20,IT Security,136,No,Further Training,55189,Finance,126,No,0.39,12,Yes,Monthly,2026-01-28
PRT-000549,45,M,GTA,High School,148,Skilled Trades,542,Yes,Unemployed,92032,Retail,136,Yes,0.76,12,Yes,Weekly,2026-04-18
PRT-000550,40,X,Eastern,Master,113,Healthcare Aide,767,No,Employed PT,66775,Retail,161,No,0.39,18,Yes,Weekly,2026-04-20
PRT-000551,49,M,Southwestern,Bachelor,119,IT Security,783,No,Further Training,96333,Technology,77,Yes,0.6,14,Yes,Monthly,2026-02-17
PRT-000552,64,X,Northern,Bachelor,118,Skilled Trades,172,Yes,Unemployed,37732,Retail,109,No,0.84,10,Yes,Weekly,2026-04-05
PRT-000553,58,M,GTA,Bachelor,136,Digital Skills,676,Yes,Employed FT,75518,Healthcare,62,Yes,0.43,14,Yes,Weekly,2026-03-31
PRT-000554,37,X,Hamilton,High School,67,Data Analytics,760,Yes,Further Training,67325,Technology,162,Yes,0.63,6,No,Monthly,2026-04-07
PRT-000555,31,X,Central,High School,204,Advanced Manufacturing,560,Yes,Employed FT,111283,Manufacturing,59,No,0.43,16,Yes,Weekly,2026-02-23
PRT-000556,31,F,Central,Less than HS,78,Digital Skills,93,Yes,Further Training,44927,Government,50,No,0.75,4,Yes,Weekly,2026-07-30
PRT-000557,38,M,Southwestern,College,177,Green Energy,630,No,Further Training,76936,Government,124,Yes,0.47,18,Yes,Weekly,2026-07-13
PRT-000558,29,F,Ottawa,High School,143,Healthcare Aide,73,No,Further Training,77539,Technology,39,Yes,0.92,18,No,Monthly,2026-03-18
PRT-000559,60,X,Eastern,Less than HS,199,Skilled Trades,42,No,Employed FT,33544,Manufacturing,94,Yes,0.89,13,Yes,Monthly,2026-02-26
PRT-000560,23,X,GTA,Master,80,Green Energy,371,Yes,Self-Employed,48441,Retail,141,No,0.86,14,Yes,Weekly,2026-03-21
PRT-000561,48,F,Eastern,High School,217,Data Analytics,560,No,Unemployed,77556,Government,99,Yes,0.4,18,No,Monthly,2026-05-18
PRT-000562,34,M,Northern,College,55,Skilled Trades,127,No,Self-Employed,47710,Construction,50,Yes,0.57,2,Yes,Monthly,2026-04-09
PRT-000563,39,M,Ottawa,High School,178,Green Energy,183,No,Employed PT,72914,Government,157,Yes,0.71,12,Yes,Monthly,2026-07-14
PRT-000564,29,M,Northern,Less than HS,126,Green Energy,410,No,Employed PT,53993,Construction,78,No,0.4,1,No,Monthly,2026-05-24
PRT-000565,38,F,Northern,College,80,Green Energy,353,No,Further Training,88862,Manufacturing,10,No,0.54,4,Yes,Monthly,2026-06-15
PRT-000566,36,M,Southwestern,Less than HS,61,IT Security,360,Yes,Employed FT,70950,Construction,102,Yes,0.54,14,No,Monthly,2026-04-06
PRT-000567,53,F,GTA,College,25,Advanced Manufacturing,353,No,Self-Employed,58046,Technology,47,Yes,0.64,14,Yes,Monthly,2026-05-04
PRT-000568,48,M,Durham,Master,77,Digital Skills,376,No,Further Training,73088,Manufacturing,161,Yes,0.38,4,Yes,Monthly,2026-05-12
PRT-000569,19,X,Central,Less than HS,184,Skilled Trades,467,No,Unemployed,88599,Finance,176,Yes,0.6,16,Yes,Monthly,2026-04-04
PRT-000570,34,X,Waterloo,Bachelor,89,IT Security,686,Yes,Unemployed,99785,Government,135,Yes,0.65,17,Yes,Weekly,2026-05-08
PRT-000571,31,M,GTA,Less than HS,233,IT Security,199,No,Unemployed,119725,Finance,177,No,0.65,16,Yes,Weekly,2026-06-07
PRT-000572,25,M,GTA,High School,121,Data Analytics,67,No,Employed FT,62827,Manufacturing,84,Yes,0.49,12,No,Weekly,2026-06-21
PRT-000573,63,X,GTA,Bachelor,186,Digital Skills,539,Yes,Further Training,100140,Construction,35,No,0.37,2,No,Weekly,2026-07-08
PRT-000574,46,M,Southwestern,High School,194,IT Security,405,No,Unemployed,115706,Manufacturing,44,No,0.46,6,Yes,Weekly,2026-03-09
PRT-000575,61,F,Eastern,Master,0,Green Energy,666,No,Employed PT,117816,Retail,71,No,0.83,3,Yes,Weekly,2026-07-11
PRT-000576,62,X,Waterloo,College,135,Skilled Trades,745,Yes,Further Training,55249,Finance,128,No,0.93,5,Yes,Monthly,2026-01-17
PRT-000577,59,M,Niagara,Master,78,Data Analytics,530,No,Employed FT,75829,Construction,61,Yes,0.89,2,Yes,Weekly,2026-02-27
PRT-000578,31,X,Ottawa,Bachelor,212,Skilled Trades,764,Yes,Unemployed,105343,Government,79,No,0.89,8,No,Monthly,2026-02-15
PRT-000579,24,F,Hamilton,High School,0,Skilled Trades,339,No,Employed PT,43662,Retail,53,No,0.74,4,Yes,Weekly,2026-06-04
PRT-000580,39,F,GTA,College,154,Skilled Trades,624,No,Employed FT,56979,Government,42,Yes,0.4,10,No,Monthly,2026-06-10
PRT-000581,42,M,GTA,College,22,Skilled Trades,757,Yes,Self-Employed,73467,Manufacturing,125,No,0.96,4,Yes,Weekly,2026-02-03
PRT-000582,26,X,Hamilton,College,23,IT Security,84,No,Employed PT,72651,Construction,149,Yes,0.41,7,No,Weekly,2026-05-07
PRT-000583,47,M,GTA,College,148,Digital Skills,131,Yes,Self-Employed,47164,Construction,81,No,0.64,14,Yes,Weekly,2026-02-16
PRT-000584,46,M,Central,High School,234,Digital Skills,720,Yes,Further Training,104407,Healthcare,157,No,0.52,15,Yes,Weekly,2026-06-11
PRT-000585,41,F,Durham,College,96,IT Security,664,Yes,Self-Employed,34444,Technology,40,No,0.76,18,Yes,Weekly,2026-05-03
PRT-000586,58,F,GTA,High School,1,Digital Skills,330,Yes,Employed FT,42392,Government,57,No,0.92,2,No,Monthly,2026-02-27
PRT-000587,38,F,GTA,High School,215,Advanced Manufacturing,452,Yes,Further Training,112017,Retail,63,Yes,0.75,18,No,Monthly,2026-05-22
PRT-000588,55,F,GTA,Master,3,Data Analytics,799,No,Employed FT,42474,Government,25,No,0.61,15,No,Monthly,2026-04-09
PRT-000589,21,F,GTA,Bachelor,24,Healthcare Aide,394,No,Employed PT,99863,Technology,104,No,0.44,17,Yes,Monthly,2026-03-25
PRT-000590,21,M,Waterloo,College,227,Skilled Trades,474,No,Employed PT,96026,Finance,86,No,0.81,3,No,Monthly,2026-01-05
PRT-000591,50,M,Eastern,Less than HS,175,Digital Skills,624,No,Self-Employed,45751,Government,104,Yes,0.79,16,Yes,Weekly,2026-05-11
PRT-000592,43,X,Hamilton,High School,145,Data Analytics,420,Yes,Unemployed,68445,Technology,98,No,0.65,13,Yes,Monthly,2026-01-01
PRT-000593,57,M,Durham,Bachelor,68,Skilled Trades,490,No,Employed PT,90329,Manufacturing,29,No,0.53,18,Yes,Weekly,2026-03-12
PRT-000594,50,F,Northern,College,48,Digital Skills,413,No,Unemployed,82829,Manufacturing,127,No,0.98,9,Yes,Weekly,2026-03-02
PRT-000595,30,X,Waterloo,Bachelor,62,Skilled Trades,188,No,Employed FT,110628,Government,128,Yes,0.55,15,Yes,Monthly,2026-05-14
PRT-000596,63,M,Niagara,Less than HS,114,Digital Skills,445,Yes,Employed FT,117744,Manufacturing,85,No,0.38,6,No,Monthly,2026-02-06
PRT-000597,44,M,Eastern,Bachelor,81,Green Energy,714,No,Further Training,80498,Manufacturing,69,Yes,0.43,4,No,Monthly,2026-05-16
PRT-000598,48,X,Niagara,Less than HS,29,Advanced Manufacturing,255,No,Unemployed,111498,Manufacturing,50,No,0.66,4,Yes,Weekly,2026-04-22
PRT-000599,61,X,Ottawa,College,60,Skilled Trades,614,Yes,Employed PT,31911,Technology,158,No,0.58,18,No,Monthly,2026-04-03
PRT-000600,49,M,Durham,Master,59,Green Energy,215,Yes,Employed FT,113970,Retail,16,Yes,0.81,4,No,Monthly,2026-01-24
PRT-000601,19,X,Durham,High School,135,Healthcare Aide,79,Yes,Further Training,104174,Retail,40,No,0.31,15,Yes,Weekly,2026-04-19
PRT-000602,35,M,Eastern,Master,71,Healthcare Aide,618,No,Employed FT,86981,Technology,158,Yes,0.58,13,Yes,Monthly,2026-03-29
PRT-000603,48,X,Durham,Master,105,Green Energy,643,Yes,Further Training,88570,Finance,41,No,0.59,6,No,Monthly,2026-08-01
PRT-000604,25,X,Hamilton,High School,5,Data Analytics,344,No,Self-Employed,111767,Finance,80,No,0.73,7,No,Monthly,2026-01-04
PRT-000605,43,X,Eastern,Less than HS,25,IT Security,474,No,Further Training,115817,Healthcare,141,No,0.5,14,Yes,Weekly,2026-01-13
PRT-000606,54,F,Niagara,College,7,Data Analytics,590,No,Further Training,45629,Government,58,No,0.88,12,Yes,Weekly,2026-02-25
PRT-000607,49,M,Northern,Less than HS,144,Healthcare Aide,199,Yes,Further Training,52291,Manufacturing,40,No,0.93,18,Yes,Monthly,2026-03-15
PRT-000608,64,F,Northern,College,220,Green Energy,193,Yes,Employed FT,74297,Construction,49,Yes,0.47,4,No,Monthly,2026-06-19
PRT-000609,25,X,Waterloo,College,194,Healthcare Aide,242,Yes,Employed FT,84133,Manufacturing,86,Yes,0.92,18,Yes,Monthly,2026-05-02
PRT-000610,62,F,Durham,Master,54,Digital Skills,180,Yes,Unemployed,117859,Construction,126,Yes,0.3,16,Yes,Weekly,2026-07-31
PRT-000611,28,F,Durham,High School,121,Data Analytics,138,No,Self-Employed,113699,Technology,120,Yes,0.82,1,Yes,Weekly,2026-03-26
PRT-000612,43,M,Ottawa,Bachelor,59,Digital Skills,733,No,Self-Employed,31889,Government,98,Yes,0.46,2,Yes,Weekly,2026-05-06
PRT-000613,59,M,GTA,High School,63,Skilled Trades,581,Yes,Further Training,42047,Finance,84,Yes,0.61,6,No,Monthly,2026-05-27
PRT-000614,21,F,Eastern,Master,45,Healthcare Aide,198,Yes,Self-Employed,51572,Healthcare,137,No,0.73,2,Yes,Weekly,2026-07-05
PRT-000615,34,X,Waterloo,College,125,Data Analytics,220,Yes,Further Training,117671,Healthcare,83,No,0.31,11,No,Weekly,2026-02-14
PRT-000616,50,X,Hamilton,High School,41,IT Security,608,No,Employed PT,105604,Retail,88,No,0.41,12,No,Weekly,2026-02-26
PRT-000617,38,M,Ottawa,Less than HS,46,Advanced Manufacturing,58,No,Self-Employed,93431,Technology,121,No,0.43,1,Yes,Monthly,2026-06-01
PRT-000618,18,X,Durham,College,191,Digital Skills,295,Yes,Self-Employed,100498,Technology,171,No,0.68,15,Yes,Monthly,2026-01-17
PRT-000619,52,M,Niagara,Master,40,IT Security,48,Yes,Unemployed,86489,Manufacturing,57,No,0.75,11,Yes,Weekly,2026-07-14
PRT-000620,44,M,Northern,Less than HS,159,Digital Skills,211,No,Self-Employed,101179,Retail,42,Yes,0.67,15,Yes,Monthly,2026-07-04
PRT-000621,39,F,Eastern,College,14,Green Energy,577,Yes,Further Training,119432,Manufacturing,109,Yes,0.78,12,Yes,Monthly,2026-05-11
PRT-000622,35,X,Durham,Bachelor,42,IT Security,397,No,Unemployed,31640,Government,141,Yes,0.37,16,Yes,Weekly,2026-03-28
PRT-000623,33,X,Durham,High School,228,Data Analytics,231,Yes,Unemployed,49675,Government,150,Yes,0.63,4,Yes,Weekly,2026-02-07
PRT-000624,38,F,Eastern,Bachelor,180,Digital Skills,659,No,Further Training,95585,Retail,33,No,0.86,1,Yes,Weekly,2026-03-06
PRT-000625,18,X,GTA,Bachelor,31,Green Energy,670,Yes,Employed PT,48450,Finance,150,Yes,0.87,7,Yes,Monthly,2026-06-11
PRT-000626,63,M,GTA,High School,212,IT Security,501,No,Employed FT,80661,Government,155,No,0.9,17,Yes,Weekly,2026-06-10
PRT-000627,37,F,GTA,College,78,Advanced Manufacturing,95,No,Employed FT,112580,Government,26,Yes,0.74,16,Yes,Monthly,2026-03-26
PRT-000628,58,M,Ottawa,College,159,IT Security,549,Yes,Unemployed,110246,Manufacturing,172,Yes,0.47,6,No,Monthly,2026-01-15
PRT-000629,35,M,Ottawa,Less than HS,108,Advanced Manufacturing,288,No,Self-Employed,37607,Healthcare,93,No,0.88,5,Yes,Monthly,2026-02-27
PRT-000630,23,X,Northern,Bachelor,233,Digital Skills,138,Yes,Self-Employed,100464,Technology,77,No,0.69,14,No,Weekly,2026-06-28
PRT-000631,56,X,Waterloo,College,40,Advanced Manufacturing,511,No,Self-Employed,93858,Retail,41,No,0.48,3,Yes,Weekly,2026-03-17
PRT-000632,57,X,Durham,Bachelor,91,Skilled Trades,158,No,Further Training,112591,Healthcare,30,Yes,0.43,11,Yes,Monthly,2026-04-30
PRT-000633,27,F,Ottawa,Master,44,Digital Skills,237,Yes,Employed PT,97728,Manufacturing,93,Yes,0.86,7,Yes,Monthly,2026-03-05
PRT-000634,45,M,Niagara,High School,145,IT Security,630,No,Further Training,33921,Construction,164,Yes,0.47,10,Yes,Monthly,2026-05-14
PRT-000635,63,F,Waterloo,Less than HS,17,Advanced Manufacturing,290,No,Employed FT,118551,Retail,147,No,0.43,14,Yes,Monthly,2026-07-04
PRT-000636,23,X,Northern,Master,137,Skilled Trades,697,Yes,Employed FT,63440,Finance,152,No,0.31,10,Yes,Weekly,2026-02-25
PRT-000637,57,M,Niagara,College,205,Green Energy,410,No,Employed FT,79560,Retail,38,No,0.49,14,Yes,Monthly,2026-04-05
PRT-000638,46,F,Central,High School,142,Digital Skills,117,No,Further Training,41006,Government,141,No,0.42,17,Yes,Weekly,2026-03-05
PRT-000639,54,M,Niagara,Master,203,Data Analytics,519,No,Employed PT,68043,Construction,173,Yes,0.64,12,No,Monthly,2026-07-20
PRT-000640,45,F,Eastern,Less than HS,160,Healthcare Aide,45,Yes,Further Training,63277,Retail,112,Yes,0.74,11,Yes,Monthly,2026-06-21
PRT-000641,63,F,Ottawa,Less than HS,200,Healthcare Aide,239,Yes,Further Training,87339,Construction,85,No,0.44,6,No,Weekly,2026-04-06
PRT-000642,22,M,Durham,Less than HS,108,IT Security,270,Yes,Further Training,48706,Technology,144,No,0.42,18,Yes,Weekly,2026-02-22
PRT-000643,43,X,Eastern,Bachelor,27,Data Analytics,553,Yes,Employed FT,93305,Government,62,Yes,0.53,16,No,Monthly,2026-07-06
PRT-000644,28,X,Hamilton,High School,102,Digital Skills,235,Yes,Further Training,58858,Retail,76,Yes,0.5,7,Yes,Weekly,2026-07-11
PRT-000645,47,X,Eastern,College,17,IT Security,578,No,Employed FT,91069,Finance,64,No,0.58,8,Yes,Monthly,2026-02-22
PRT-000646,54,F,Durham,High School,137,Data Analytics,97,Yes,Further Training,61969,Retail,19,No,0.77,17,No,Weekly,2026-07-28
PRT-000647,50,M,Durham,Master,202,Data Analytics,506,No,Unemployed,93684,Retail,98,No,0.72,3,Yes,Weekly,2026-07-18
PRT-000648,49,X,Northern,Less than HS,225,IT Security,78,Yes,Further Training,41360,Manufacturing,98,Yes,0.62,15,Yes,Monthly,2026-01-25
PRT-000649,44,X,Ottawa,Less than HS,67,IT Security,276,No,Further Training,46726,Construction,171,Yes,0.37,16,No,Weekly,2026-02-14
PRT-000650,54,X,Central,High School,43,Healthcare Aide,618,No,Self-Employed,78754,Construction,155,Yes,0.6,11,No,Monthly,2026-04-16
PRT-000651,49,X,Hamilton,College,194,Digital Skills,318,Yes,Employed FT,92823,Retail,132,Yes,0.83,4,No,Monthly,2026-04-08
PRT-000652,49,M,Ottawa,Less than HS,84,Data Analytics,296,No,Further Training,33592,Finance,46,Yes,0.56,6,Yes,Monthly,2026-05-31
PRT-000653,35,X,Southwestern,Master,216,Healthcare Aide,184,Yes,Employed FT,99793,Government,12,No,0.51,8,Yes,Monthly,2026-02-08
PRT-000654,29,M,Central,Bachelor,124,Advanced Manufacturing,72,Yes,Unemployed,114485,Retail,13,No,0.39,7,Yes,Monthly,2026-06-09
PRT-000655,49,M,Durham,Bachelor,138,Skilled Trades,261,Yes,Further Training,43612,Construction,166,No,0.55,5,No,Weekly,2026-02-28
PRT-000656,22,F,Northern,Bachelor,72,Digital Skills,325,Yes,Employed FT,33519,Construction,24,Yes,0.51,4,Yes,Monthly,2026-03-13
PRT-000657,53,M,Hamilton,Less than HS,108,Green Energy,269,Yes,Employed FT,80868,Manufacturing,141,Yes,0.39,7,No,Weekly,2026-05-21
PRT-000658,25,M,GTA,College,124,Data Analytics,506,No,Employed FT,100463,Government,154,No,0.77,13,Yes,Weekly,2026-04-26
PRT-000659,32,F,Niagara,College,82,Advanced Manufacturing,316,Yes,Unemployed,111164,Government,97,No,0.67,4,Yes,Monthly,2026-03-11
PRT-000660,61,X,Niagara,High School,104,Data Analytics,508,Yes,Employed FT,68460,Healthcare,173,Yes,0.94,5,Yes,Monthly,2026-06-23
PRT-000661,18,F,Northern,High School,79,Digital Skills,54,No,Employed PT,42612,Retail,55,No,0.7,9,No,Weekly,2026-05-18
PRT-000662,46,F,Northern,Bachelor,114,Data Analytics,314,No,Unemployed,55527,Government,125,Yes,0.52,2,Yes,Weekly,2026-05-10
PRT-000663,43,M,Northern,College,155,IT Security,472,Yes,Further Training,46300,Healthcare,168,No,0.85,15,No,Monthly,2026-01-12
PRT-000664,27,X,Hamilton,Less than HS,148,Skilled Trades,545,Yes,Employed PT,108641,Government,23,Yes,0.52,12,Yes,Monthly,2026-02-21
PRT-000665,62,X,Durham,Less than HS,141,Healthcare Aide,668,Yes,Self-Employed,111035,Government,51,Yes,0.59,15,Yes,Monthly,2026-01-28
PRT-000666,24,M,Northern,Less than HS,186,Green Energy,630,No,Employed FT,33208,Technology,98,No,0.41,2,Yes,Weekly,2026-07-23
PRT-000667,40,M,Central,Bachelor,177,Green Energy,368,No,Employed FT,97054,Finance,16,No,0.72,13,No,Weekly,2026-07-10
PRT-000668,45,M,Hamilton,Master,202,Skilled Trades,250,Yes,Self-Employed,108786,Construction,70,No,0.61,13,No,Weekly,2026-03-02
PRT-000669,23,M,Durham,Bachelor,27,IT Security,73,No,Unemployed,84899,Retail,23,No,0.55,18,No,Weekly,2026-04-08
PRT-000670,37,X,Northern,Less than HS,9,Digital Skills,191,Yes,Unemployed,34357,Retail,39,Yes,0.49,15,No,Monthly,2026-06-24
PRT-000671,33,M,Northern,Less than HS,20,IT Security,432,No,Unemployed,118454,Retail,167,No,0.37,16,Yes,Monthly,2026-06-05
PRT-000672,31,F,Southwestern,High School,34,Healthcare Aide,280,No,Self-Employed,30292,Technology,14,No,0.58,18,Yes,Weekly,2026-07-14
PRT-000673,51,X,GTA,Master,205,Digital Skills,496,Yes,Unemployed,79102,Government,116,No,0.39,7,No,Monthly,2026-05-13
PRT-000674,51,X,Hamilton,Less than HS,30,Data Analytics,232,No,Self-Employed,36580,Manufacturing,44,No,0.92,2,Yes,Monthly,2026-07-17
PRT-000675,29,M,Niagara,Master,150,Data Analytics,238,Yes,Self-Employed,38501,Retail,171,Yes,0.85,1,Yes,Weekly,2026-06-10
PRT-000676,26,F,Southwestern,College,103,IT Security,457,No,Further Training,106559,Government,55,Yes,0.52,11,Yes,Monthly,2026-03-07
PRT-000677,38,X,Niagara,Master,172,Advanced Manufacturing,352,Yes,Self-Employed,104580,Retail,60,Yes,0.6,2,Yes,Weekly,2026-03-17
PRT-000678,39,M,Northern,Less than HS,148,Digital Skills,551,No,Unemployed,95880,Retail,179,Yes,0.85,10,No,Monthly,2026-02-16
PRT-000679,44,F,Hamilton,Less than HS,238,Green Energy,475,No,Further Training,62223,Healthcare,7,No,0.64,10,Yes,Weekly,2026-06-22
PRT-000680,54,F,Southwestern,High School,229,IT Security,264,No,Unemployed,67372,Government,33,No,0.45,2,Yes,Monthly,2026-04-21
PRT-000681,56,X,Eastern,Bachelor,181,Advanced Manufacturing,474,No,Employed PT,103674,Retail,47,Yes,0.79,6,Yes,Monthly,2026-06-22
PRT-000682,52,F,Durham,College,166,Skilled Trades,115,No,Self-Employed,85735,Construction,72,Yes,0.6,5,Yes,Weekly,2026-03-04
PRT-000683,20,M,Northern,College,169,Data Analytics,299,Yes,Employed PT,34188,Retail,73,No,0.48,10,Yes,Monthly,2026-04-13
PRT-000684,38,X,Southwestern,College,196,Skilled Trades,84,No,Employed FT,55728,Retail,22,Yes,0.9,5,Yes,Weekly,2026-04-28
PRT-000685,42,F,Southwestern,Bachelor,216,Digital Skills,87,No,Employed PT,61779,Government,161,Yes,0.83,4,Yes,Monthly,2026-06-07
PRT-000686,28,F,Hamilton,High School,173,Advanced Manufacturing,545,Yes,Employed FT,30759,Government,53,No,0.7,3,No,Weekly,2026-06-28
PRT-000687,26,X,Central,High School,223,Skilled Trades,596,No,Self-Employed,44920,Healthcare,174,Yes,0.85,14,Yes,Weekly,2026-03-04
PRT-000688,57,M,Ottawa,Master,141,Data Analytics,711,No,Employed PT,101548,Manufacturing,95,Yes,0.49,10,Yes,Monthly,2026-05-14
PRT-000689,35,F,Niagara,Less than HS,55,Data Analytics,377,No,Unemployed,35840,Technology,170,Yes,0.69,10,Yes,Weekly,2026-04-24
PRT-000690,19,F,Southwestern,Bachelor,176,IT Security,784,No,Employed PT,30032,Healthcare,160,Yes,0.71,1,Yes,Weekly,2026-02-10
PRT-000691,36,X,Hamilton,High School,232,Digital Skills,349,No,Employed FT,115308,Government,33,No,0.32,13,Yes,Weekly,2026-01-06
PRT-000692,22,F,Hamilton,College,127,Skilled Trades,498,Yes,Employed PT,89219,Retail,176,Yes,0.47,5,No,Monthly,2026-06-08
PRT-000693,43,M,Eastern,Less than HS,54,Green Energy,589,Yes,Self-Employed,44219,Finance,8,No,0.34,9,Yes,Weekly,2026-07-20
PRT-000694,38,F,Durham,High School,76,Green Energy,660,No,Self-Employed,42688,Retail,27,No,0.66,2,No,Weekly,2026-04-23
PRT-000695,45,M,GTA,High School,162,Skilled Trades,638,Yes,Self-Employed,62466,Government,84,No,0.4,9,Yes,Monthly,2026-01-18
PRT-000696,34,F,Niagara,College,110,IT Security,602,Yes,Self-Employed,88980,Healthcare,75,No,0.62,15,Yes,Weekly,2026-04-27
PRT-000697,29,X,Eastern,Master,52,Green Energy,231,No,Further Training,110981,Retail,147,No,0.61,2,No,Monthly,2026-06-15
PRT-000698,63,M,Eastern,Bachelor,3,Data Analytics,635,Yes,Employed FT,31963,Construction,161,No,0.54,18,Yes,Weekly,2026-02-01
PRT-000699,30,M,Northern,Bachelor,44,Advanced Manufacturing,455,Yes,Further Training,52508,Construction,19,Yes,0.88,16,Yes,Weekly,2026-02-10
PRT-000700,47,X,Northern,Bachelor,210,Healthcare Aide,323,Yes,Unemployed,116257,Retail,71,No,0.4,14,Yes,Weekly,2026-05-07
PRT-000701,33,F,GTA,College,170,Healthcare Aide,492,Yes,Self-Employed,67708,Technology,100,No,0.73,1,Yes,Monthly,2026-01-01
PRT-000702,35,F,GTA,Bachelor,88,Healthcare Aide,684,Yes,Employed FT,90154,Technology,154,Yes,0.33,8,Yes,Weekly,2026-02-15
PRT-000703,23,X,Southwestern,Less than HS,160,Green Energy,525,No,Self-Employed,117302,Retail,129,No,0.66,12,Yes,Monthly,2026-01-09
PRT-000704,28,X,Central,Bachelor,118,Healthcare Aide,759,No,Self-Employed,74760,Retail,136,No,0.48,10,No,Weekly,2026-04-24
PRT-000705,58,M,Southwestern,Less than HS,14,IT Security,712,Yes,Employed FT,55323,Government,147,No,0.78,12,Yes,Weekly,2026-05-18
PRT-000706,39,M,Eastern,College,238,IT Security,477,Yes,Employed FT,117477,Government,166,No,0.71,12,Yes,Monthly,2026-07-16
PRT-000707,33,X,Southwestern,Bachelor,13,Advanced Manufacturing,643,No,Employed PT,32652,Technology,119,No,0.44,18,Yes,Monthly,2026-06-26
PRT-000708,63,M,Niagara,Master,67,Healthcare Aide,100,Yes,Further Training,40973,Healthcare,147,No,0.43,14,Yes,Monthly,2026-03-07
PRT-000709,21,F,Durham,High School,15,Healthcare Aide,508,No,Further Training,108603,Healthcare,157,No,0.43,17,Yes,Weekly,2026-02-20
PRT-000710,36,M,Northern,Bachelor,148,Healthcare Aide,95,No,Unemployed,49174,Construction,70,No,0.82,2,No,Monthly,2026-05-06
PRT-000711,57,X,Eastern,High School,25,IT Security,560,No,Self-Employed,113558,Finance,162,No,0.33,4,No,Weekly,2026-06-11
PRT-000712,18,M,Hamilton,Bachelor,201,Data Analytics,256,No,Self-Employed,107851,Healthcare,76,No,0.46,12,Yes,Weekly,2026-03-12
PRT-000713,33,M,Central,Master,133,Green Energy,343,No,Self-Employed,101002,Government,65,No,0.49,9,Yes,Monthly,2026-05-11
PRT-000714,43,F,GTA,Bachelor,147,Green Energy,72,Yes,Employed PT,49331,Government,128,Yes,0.35,17,Yes,Weekly,2026-02-03
PRT-000715,52,X,Niagara,Bachelor,79,Advanced Manufacturing,160,Yes,Employed PT,82450,Healthcare,85,No,0.83,2,Yes,Monthly,2026-03-05
PRT-000716,26,M,Durham,Master,170,Healthcare Aide,160,No,Further Training,45440,Retail,142,Yes,0.54,14,Yes,Weekly,2026-04-02
PRT-000717,55,X,Northern,Master,112,Advanced Manufacturing,199,No,Employed FT,49847,Finance,39,No,0.84,10,No,Weekly,2026-01-19
PRT-000718,33,M,Durham,Master,167,Healthcare Aide,42,Yes,Unemployed,40448,Construction,100,No,0.86,6,No,Monthly,2026-03-11
PRT-000719,19,F,Niagara,Less than HS,35,Digital Skills,387,No,Further Training,97687,Finance,126,No,0.45,3,No,Weekly,2026-03-20
PRT-000720,25,M,Northern,College,93,Healthcare Aide,77,Yes,Employed PT,101087,Technology,170,No,0.52,6,Yes,Weekly,2026-01-11
PRT-000721,62,M,GTA,Bachelor,26,Advanced Manufacturing,438,No,Further Training,104294,Construction,75,No,0.33,6,Yes,Weekly,2026-05-09
PRT-000722,60,M,Eastern,Master,239,Skilled Trades,255,No,Employed FT,96930,Finance,61,No,0.9,18,Yes,Monthly,2026-03-15
PRT-000723,51,M,Eastern,College,170,Skilled Trades,474,Yes,Further Training,80752,Healthcare,150,No,0.65,4,Yes,Weekly,2026-07-13
PRT-000724,54,M,Ottawa,College,148,IT Security,234,No,Employed FT,83596,Manufacturing,103,Yes,0.39,10,Yes,Weekly,2026-06-21
PRT-000725,33,X,Ottawa,High School,105,Advanced Manufacturing,52,Yes,Further Training,66469,Finance,147,Yes,0.4,10,Yes,Weekly,2026-06-04
PRT-000726,38,M,Ottawa,College,74,Healthcare Aide,267,No,Self-Employed,100547,Manufacturing,96,Yes,0.52,1,No,Monthly,2026-04-06
PRT-000727,55,M,Niagara,College,28,Green Energy,758,No,Further Training,32309,Construction,101,No,0.85,17,No,Weekly,2026-07-07
PRT-000728,22,X,Southwestern,High School,56,IT Security,355,No,Employed FT,38086,Manufacturing,166,Yes,0.36,9,Yes,Monthly,2026-03-13
PRT-000729,28,X,Waterloo,College,27,Data Analytics,422,Yes,Employed FT,110999,Government,153,No,0.66,9,No,Monthly,2026-07-18
PRT-000730,28,F,Northern,Master,19,Skilled Trades,321,No,Employed PT,56496,Finance,119,Yes,0.6,6,Yes,Weekly,2026-07-01
PRT-000731,49,X,GTA,College,173,Skilled Trades,105,Yes,Unemployed,44964,Manufacturing,54,Yes,0.82,3,Yes,Monthly,2026-04-03
PRT-000732,44,M,Hamilton,High School,203,Digital Skills,301,Yes,Employed PT,59876,Construction,69,No,0.32,17,Yes,Monthly,2026-02-27
