READING_ID,STATION_ID,REGION,READING_TIMESTAMP,POWER_OUTPUT_MW,DEMAND_MW,FREQUENCY_HZ,VOLTAGE_KV,TEMPERATURE_C,WIND_SPEED_KMH,SOLAR_IRRADIANCE,GENERATION_TYPE,CAPACITY_FACTOR,EMISSIONS_TONNES_CO2,GRID_STABILITY_INDEX,OUTAGE_FLAG,LAST_UPDATED
RDG-00000467,STN_0097,Southwestern,2026-06-14 18:00:00,1796.1,13732.5,59.993,361.8,15.6,4.0,454.0,Solar,0.21,17.8,0.973,No,2026-06-28
RDG-00000468,STN_0009,Niagara,2026-06-12 11:00:00,549.1,17396.2,59.974,320.0,23.3,26.6,95.6,Hydro,0.86,119.6,0.855,No,2026-07-28
RDG-00000469,STN_0111,Eastern,2026-01-15 03:00:00,125.9,10961.5,60.04,344.4,-8.4,8.1,686.8,Hydro,0.11,235.1,0.801,No,2026-01-02
RDG-00000470,STN_0178,Hamilton,2026-03-10 00:00:00,2312.2,23253.7,60.033,318.1,-4.9,9.9,260.5,Solar,0.19,269.2,0.971,Yes,2026-02-04
RDG-00000471,STN_0181,Niagara,2026-05-29 11:00:00,3255.7,23428.3,60.018,119.4,17.3,2.4,236.2,Hydro,0.64,170.9,0.907,No,2026-02-13
RDG-00000472,STN_0176,Durham,2026-01-17 19:00:00,2720.9,11038.4,60.033,491.8,9.5,8.5,308.8,Hydro,0.62,434.9,0.902,No,2026-05-17
RDG-00000473,STN_0127,Eastern,2026-05-30 10:00:00,2900.4,22189.0,59.973,469.4,3.9,75.8,691.9,Biomass,0.43,276.5,0.825,No,2026-06-11
RDG-00000474,STN_0178,Ottawa,2026-02-01 03:00:00,401.9,18712.9,59.998,225.9,-16.6,78.1,869.5,Gas,0.7,250.3,0.976,No,2026-03-12
RDG-00000475,STN_0108,Eastern,2026-05-17 23:00:00,1150.6,21219.5,60.039,136.6,-4.1,70.0,831.9,Nuclear,0.78,142.0,0.955,No,2026-03-05
RDG-00000476,STN_0110,Southwestern,2026-01-20 11:00:00,2933.5,22895.2,59.978,459.7,-29.1,32.2,741.4,Solar,0.82,445.8,0.824,No,2026-01-18
RDG-00000477,STN_0199,Southwestern,2026-07-16 20:00:00,896.0,20589.8,59.988,279.6,30.3,37.4,844.4,Nuclear,0.34,430.3,0.832,Yes,2026-02-23
RDG-00000478,STN_0098,Durham,2026-03-20 02:00:00,3384.9,9643.9,59.979,338.1,-25.4,57.0,198.6,Nuclear,0.38,178.2,0.896,No,2026-05-24
RDG-00000479,STN_0034,Ottawa,2026-03-24 17:00:00,675.9,11617.1,59.988,152.1,-2.7,71.5,695.0,Solar,0.28,75.5,0.873,No,2026-04-02
RDG-00000480,STN_0108,Eastern,2026-03-30 10:00:00,909.1,24867.2,60.006,381.1,-1.2,76.1,386.2,Biomass,0.31,496.0,0.997,No,2026-06-29
RDG-00000481,STN_0009,Durham,2026-04-20 15:00:00,1546.2,24555.0,59.965,310.6,-13.8,52.1,726.3,Gas,0.57,124.7,0.987,No,2026-07-18
RDG-00000482,STN_0141,Central,2026-05-31 23:00:00,3092.4,16030.8,60.013,214.4,-22.6,39.8,535.3,Gas,0.82,274.2,0.959,No,2026-03-08
RDG-00000483,STN_0125,Southwestern,2026-06-05 19:00:00,418.1,19390.2,59.981,322.6,-17.7,72.0,286.0,Wind,0.24,46.4,0.869,No,2026-05-04
RDG-00000484,STN_0170,Durham,2026-01-02 07:00:00,844.1,18576.2,59.991,167.4,-29.2,27.6,767.3,Wind,0.34,130.8,0.813,No,2026-06-19
RDG-00000485,STN_0080,Central,2026-03-17 22:00:00,902.6,24745.1,59.966,452.5,7.2,75.7,706.8,Solar,0.27,494.3,0.865,No,2026-01-07
RDG-00000486,STN_0050,Hamilton,2026-07-22 20:00:00,1609.9,10957.6,60.028,221.8,-4.0,8.0,776.7,Gas,0.14,449.2,0.955,No,2026-03-31
RDG-00000487,STN_0112,Northern,2026-06-23 10:00:00,795.7,12188.6,59.95,491.7,7.5,7.9,137.9,Wind,0.36,457.8,0.853,No,2026-07-22
RDG-00000488,STN_0175,GTA,2026-05-14 05:00:00,848.1,24093.2,59.99,358.2,-17.7,46.1,728.9,Nuclear,0.56,387.3,0.956,Yes,2026-01-02
RDG-00000489,STN_0151,GTA,2026-05-06 21:00:00,1818.0,18029.0,60.048,427.8,34.1,5.8,871.2,Hydro,0.44,373.1,0.811,No,2026-01-03
RDG-00000490,STN_0074,Waterloo,2026-05-11 22:00:00,2272.8,11008.2,59.985,305.4,31.0,33.3,350.4,Biomass,0.13,227.6,0.896,No,2026-04-27
RDG-00000491,STN_0109,GTA,2026-03-17 11:00:00,1868.2,22634.3,59.953,241.0,17.6,34.8,634.9,Hydro,0.31,46.4,0.917,No,2026-06-01
RDG-00000492,STN_0042,Durham,2026-05-07 15:00:00,2738.2,19058.7,59.954,150.0,-24.2,7.2,354.5,Hydro,0.62,163.5,0.91,Yes,2026-06-07
RDG-00000493,STN_0147,GTA,2026-04-06 20:00:00,1303.5,10331.6,60.037,157.4,15.5,7.1,457.9,Gas,0.12,350.9,0.863,No,2026-07-09
RDG-00000494,STN_0004,Hamilton,2026-07-28 02:00:00,2542.4,21148.9,60.01,488.9,15.1,50.0,67.4,Hydro,0.16,425.9,0.927,No,2026-07-07
RDG-00000495,STN_0156,Niagara,2026-03-25 18:00:00,2630.3,18828.1,59.962,218.5,11.5,60.6,279.3,Solar,0.92,218.6,0.866,No,2026-07-30
RDG-00000496,STN_0055,Niagara,2026-03-19 13:00:00,2237.8,11603.2,60.048,166.9,19.8,62.9,918.0,Gas,0.37,214.0,0.877,No,2026-01-09
RDG-00000497,STN_0093,Ottawa,2026-07-26 11:00:00,489.3,12773.1,59.997,363.6,-18.6,42.8,20.8,Biomass,0.75,297.5,0.964,No,2026-05-13
RDG-00000498,STN_0004,Durham,2026-05-07 17:00:00,2756.9,9978.4,60.01,473.2,-1.1,14.6,943.1,Biomass,0.29,478.9,0.911,No,2026-05-12
RDG-00000499,STN_0013,Durham,2026-03-22 16:00:00,1174.5,13328.6,60.016,394.4,-26.5,6.6,477.3,Gas,0.87,176.2,0.802,Yes,2026-02-25
RDG-00000500,STN_0072,Ottawa,2026-06-12 09:00:00,741.0,13612.2,60.0,450.6,-21.2,68.9,491.5,Biomass,0.11,281.4,0.97,No,2026-02-28
RDG-00000501,STN_0172,Waterloo,2026-06-06 08:00:00,2542.9,15576.1,60.023,436.3,26.3,19.2,358.3,Biomass,0.65,192.8,0.891,No,2026-04-14
RDG-00000502,STN_0111,Southwestern,2026-06-29 04:00:00,2119.0,8351.1,60.033,296.5,21.0,71.0,385.4,Hydro,0.92,369.2,0.848,No,2026-03-16
RDG-00000503,STN_0110,Ottawa,2026-02-10 06:00:00,3053.3,19636.0,59.959,364.1,33.8,58.5,520.6,Gas,0.75,320.5,0.899,Yes,2026-04-04
RDG-00000504,STN_0159,Southwestern,2026-01-09 06:00:00,1120.9,11089.8,59.971,197.3,-9.2,13.0,313.7,Nuclear,0.76,385.3,0.859,No,2026-07-20
RDG-00000505,STN_0084,GTA,2026-03-23 16:00:00,694.6,16592.7,60.016,170.9,-11.7,26.7,303.5,Nuclear,0.16,457.2,0.909,No,2026-07-06
RDG-00000506,STN_0141,Hamilton,2026-01-22 16:00:00,1103.6,8223.6,60.024,339.6,22.3,6.4,860.5,Hydro,0.21,290.0,0.85,Yes,2026-07-04
RDG-00000507,STN_0191,Northern,2026-06-09 08:00:00,2645.0,22211.9,59.965,394.4,-14.3,9.4,857.5,Biomass,0.31,161.2,0.839,No,2026-07-24
RDG-00000508,STN_0073,Niagara,2026-07-20 03:00:00,2527.7,22166.5,59.982,250.8,20.4,2.4,501.7,Biomass,0.15,61.3,0.992,No,2026-04-14
RDG-00000509,STN_0178,Hamilton,2026-01-22 00:00:00,370.6,17692.1,59.955,157.4,20.9,69.3,240.9,Wind,0.19,168.9,0.898,No,2026-04-03
RDG-00000510,STN_0016,Southwestern,2026-03-07 04:00:00,2100.9,13216.7,60.001,211.9,2.3,12.7,625.1,Solar,0.15,392.6,0.972,No,2026-02-06
RDG-00000511,STN_0010,Waterloo,2026-05-13 12:00:00,1230.0,17668.6,60.008,178.1,-21.5,74.1,649.3,Solar,0.26,148.7,0.891,No,2026-06-10
RDG-00000512,STN_0080,Hamilton,2026-06-03 01:00:00,3104.5,14064.7,59.993,495.5,29.2,24.1,996.6,Nuclear,0.76,3.7,0.911,No,2026-03-18
RDG-00000513,STN_0055,Central,2026-02-02 17:00:00,319.1,22223.8,59.986,297.1,-22.7,72.3,416.0,Solar,0.37,79.7,0.929,No,2026-02-10
RDG-00000514,STN_0176,Central,2026-07-05 17:00:00,976.6,14191.8,59.96,372.2,8.1,32.0,644.6,Solar,0.27,75.4,0.996,No,2026-06-09
RDG-00000515,STN_0147,Hamilton,2026-01-04 15:00:00,313.4,23926.8,59.983,214.8,-24.6,74.0,435.4,Biomass,0.22,405.2,0.822,No,2026-07-13
RDG-00000516,STN_0142,Durham,2026-01-08 18:00:00,2742.2,12414.1,59.954,324.9,24.1,60.6,573.5,Gas,0.41,169.6,0.935,No,2026-07-28
RDG-00000517,STN_0162,Hamilton,2026-04-30 01:00:00,1899.7,16997.5,60.036,418.8,-16.2,44.8,317.3,Biomass,0.18,499.2,0.894,Yes,2026-05-13
RDG-00000518,STN_0001,Southwestern,2026-03-06 13:00:00,438.4,13731.0,59.98,228.7,15.5,72.1,36.8,Solar,0.16,186.5,0.952,Yes,2026-03-05
RDG-00000519,STN_0137,Durham,2026-04-24 07:00:00,2134.0,9753.4,59.966,195.0,-0.7,15.2,460.8,Biomass,0.13,338.6,0.921,No,2026-02-23
RDG-00000520,STN_0067,Hamilton,2026-03-06 16:00:00,1704.4,15960.9,59.968,248.0,-3.2,60.0,537.9,Nuclear,0.93,475.7,0.875,Yes,2026-05-22
RDG-00000521,STN_0028,Waterloo,2026-07-07 00:00:00,95.7,17243.4,59.982,250.1,-16.0,75.9,265.7,Nuclear,0.83,222.9,0.932,No,2026-05-24
RDG-00000522,STN_0055,Southwestern,2026-02-09 13:00:00,720.7,14961.5,60.016,435.4,13.6,46.5,733.9,Hydro,0.14,277.9,0.895,Yes,2026-06-20
RDG-00000523,STN_0071,Ottawa,2026-06-27 11:00:00,3260.0,18705.6,59.982,222.6,-7.5,28.1,397.0,Nuclear,0.62,53.4,0.836,No,2026-02-28
RDG-00000524,STN_0138,Southwestern,2026-04-17 14:00:00,1816.3,17044.1,60.026,316.0,5.7,16.3,59.9,Solar,0.63,79.1,0.907,No,2026-03-04
RDG-00000525,STN_0041,Northern,2026-03-10 03:00:00,3385.7,18701.8,60.016,136.5,27.6,11.8,542.4,Solar,0.88,386.7,0.967,No,2026-04-08
RDG-00000526,STN_0054,GTA,2026-07-19 13:00:00,32.0,19335.3,60.017,333.8,27.4,29.7,505.6,Wind,0.33,41.0,0.932,No,2026-01-25
RDG-00000527,STN_0111,Ottawa,2026-05-22 05:00:00,3437.2,19009.2,60.023,441.6,-13.4,19.8,858.9,Gas,0.16,491.9,0.925,No,2026-04-22
RDG-00000528,STN_0144,Waterloo,2026-07-16 16:00:00,3399.0,16980.0,60.03,320.9,-11.3,52.0,731.1,Gas,0.8,371.2,0.991,No,2026-06-03
RDG-00000529,STN_0040,Ottawa,2026-06-21 21:00:00,3310.3,15229.2,59.975,414.9,30.9,12.3,695.0,Biomass,0.95,493.6,0.976,No,2026-05-10
RDG-00000530,STN_0066,Durham,2026-01-01 13:00:00,1150.7,19248.4,59.986,386.2,-24.4,4.5,120.3,Biomass,0.2,353.4,0.833,No,2026-06-11
RDG-00000531,STN_0153,Northern,2026-07-02 20:00:00,641.8,9388.5,59.985,300.5,4.4,80.0,944.7,Wind,0.52,404.2,0.854,No,2026-05-17
RDG-00000532,STN_0120,Ottawa,2026-04-30 20:00:00,2812.5,9687.9,60.047,392.1,22.4,39.5,300.1,Gas,0.29,235.5,0.863,No,2026-05-19
RDG-00000533,STN_0198,GTA,2026-04-19 17:00:00,1422.2,22895.4,59.965,236.7,23.9,62.4,125.6,Gas,0.53,398.7,0.848,No,2026-06-09
RDG-00000534,STN_0013,Southwestern,2026-06-29 10:00:00,1036.1,22892.5,60.021,322.9,8.9,26.0,892.4,Biomass,0.4,44.8,0.973,Yes,2026-01-11
RDG-00000535,STN_0164,Hamilton,2026-07-18 17:00:00,1562.8,13263.8,60.017,331.0,-9.9,5.2,806.8,Wind,0.47,200.5,0.807,Yes,2026-06-21
RDG-00000536,STN_0033,Northern,2026-01-16 03:00:00,378.7,15508.6,59.966,488.3,1.1,43.3,849.1,Wind,0.47,30.5,0.835,No,2026-04-25
RDG-00000537,STN_0039,GTA,2026-04-08 14:00:00,1836.6,10187.8,60.013,488.1,10.5,1.6,711.8,Biomass,0.2,240.4,0.992,No,2026-05-27
RDG-00000538,STN_0154,Southwestern,2026-01-30 06:00:00,858.2,13823.2,59.956,309.8,-0.1,16.4,183.7,Nuclear,0.54,250.7,0.806,No,2026-07-14
RDG-00000539,STN_0107,Ottawa,2026-06-16 04:00:00,177.1,15910.2,59.961,449.5,-17.7,24.6,485.8,Solar,0.79,123.6,0.993,No,2026-06-26
RDG-00000540,STN_0150,Southwestern,2026-07-25 22:00:00,2197.0,22425.5,60.023,348.1,-26.4,8.7,986.7,Gas,0.36,497.4,0.86,No,2026-06-13
RDG-00000541,STN_0101,Niagara,2026-02-25 02:00:00,1888.0,24088.8,60.005,146.2,-22.3,52.8,394.7,Biomass,0.73,339.6,0.876,No,2026-05-18
RDG-00000542,STN_0177,Niagara,2026-04-07 23:00:00,3001.4,11376.7,60.043,119.1,24.7,21.1,134.1,Hydro,0.92,188.2,0.888,No,2026-03-05
RDG-00000543,STN_0118,Waterloo,2026-06-15 07:00:00,390.3,22968.9,59.991,358.6,25.2,47.0,892.1,Solar,0.49,3.2,0.979,No,2026-02-11
RDG-00000544,STN_0019,Niagara,2026-07-07 06:00:00,2329.8,17845.7,59.975,471.9,-21.2,36.0,567.2,Wind,0.43,402.1,0.855,No,2026-04-13
RDG-00000545,STN_0068,GTA,2026-03-28 22:00:00,3439.4,11303.1,59.971,300.7,10.3,13.4,684.1,Wind,0.49,291.7,0.918,No,2026-02-04
RDG-00000546,STN_0172,Niagara,2026-02-06 23:00:00,1040.9,19521.8,60.003,251.7,15.5,48.9,847.3,Hydro,0.91,218.3,0.943,No,2026-06-15
RDG-00000547,STN_0033,Ottawa,2026-06-16 14:00:00,971.7,19985.1,59.954,219.5,24.5,50.1,659.7,Wind,0.64,117.3,0.837,Yes,2026-05-07
RDG-00000548,STN_0130,Hamilton,2026-06-10 18:00:00,3489.7,17713.7,60.009,177.2,-21.3,45.3,520.3,Biomass,0.29,197.0,0.864,No,2026-02-26
RDG-00000549,STN_0169,Waterloo,2026-06-06 07:00:00,1966.5,23749.8,59.994,149.8,-7.9,3.2,20.9,Gas,0.19,65.7,0.879,No,2026-05-16
RDG-00000550,STN_0033,Waterloo,2026-05-02 19:00:00,1150.4,9089.0,59.961,449.7,8.3,72.9,766.5,Biomass,0.75,231.6,0.89,Yes,2026-04-24
RDG-00000551,STN_0095,Southwestern,2026-05-07 21:00:00,2392.1,18482.3,60.047,368.2,-28.2,19.2,810.3,Nuclear,0.71,22.4,0.891,Yes,2026-07-13
RDG-00000552,STN_0037,Central,2026-03-23 01:00:00,3095.0,23153.0,59.978,327.6,7.1,20.6,717.8,Biomass,0.63,239.8,0.941,No,2026-01-02
RDG-00000553,STN_0131,Northern,2026-04-27 19:00:00,1320.4,8362.0,60.039,268.2,23.8,0.1,66.7,Wind,0.84,196.6,0.842,Yes,2026-05-29
RDG-00000554,STN_0026,Niagara,2026-05-08 19:00:00,61.4,21465.7,60.035,229.3,-3.6,9.7,882.8,Wind,0.17,109.4,0.895,Yes,2026-05-18
RDG-00000555,STN_0010,Ottawa,2026-04-03 01:00:00,222.2,24094.4,59.978,475.9,12.9,21.4,176.9,Nuclear,0.24,170.1,0.841,No,2026-05-15
RDG-00000556,STN_0010,Ottawa,2026-02-10 01:00:00,1988.5,24486.0,60.008,459.5,2.7,41.7,728.4,Hydro,0.16,14.9,0.928,No,2026-02-19
RDG-00000557,STN_0114,Waterloo,2026-01-14 18:00:00,3380.5,18265.4,59.982,274.1,21.4,42.9,520.9,Gas,0.29,6.3,0.851,No,2026-06-17
RDG-00000558,STN_0058,Durham,2026-06-08 00:00:00,3252.3,15015.2,59.997,497.9,10.2,35.9,56.2,Solar,0.86,166.7,0.977,No,2026-03-19
RDG-00000559,STN_0177,Hamilton,2026-07-06 21:00:00,772.6,9039.0,59.953,372.4,-3.3,0.1,814.9,Hydro,0.62,373.9,0.889,Yes,2026-07-14
RDG-00000560,STN_0160,GTA,2026-01-31 11:00:00,2547.4,10843.0,60.041,389.0,19.5,7.2,743.7,Wind,0.82,119.1,0.872,No,2026-05-14
RDG-00000561,STN_0066,Northern,2026-04-27 14:00:00,1641.7,19889.5,59.992,172.6,-4.8,1.3,877.8,Biomass,0.2,495.2,0.833,No,2026-05-08
RDG-00000562,STN_0182,Central,2026-06-03 18:00:00,1456.1,11159.2,59.961,210.1,29.4,76.9,39.2,Wind,0.83,307.8,0.884,No,2026-07-05
RDG-00000563,STN_0101,Niagara,2026-03-15 05:00:00,2575.7,19656.2,60.041,387.3,3.8,27.6,98.2,Solar,0.85,107.7,0.822,No,2026-02-28
RDG-00000564,STN_0166,GTA,2026-02-11 11:00:00,750.5,14796.4,59.974,347.1,12.1,21.2,203.2,Solar,0.46,76.7,0.921,Yes,2026-06-03
RDG-00000565,STN_0111,Hamilton,2026-02-28 18:00:00,594.9,14887.7,59.952,216.9,3.8,42.7,557.3,Gas,0.71,192.1,0.86,No,2026-02-15
RDG-00000566,STN_0017,Eastern,2026-04-15 04:00:00,180.5,14046.7,59.98,212.0,2.0,24.9,727.8,Gas,0.91,330.6,0.958,Yes,2026-03-14
RDG-00000567,STN_0167,Eastern,2026-06-03 13:00:00,447.7,17441.6,59.962,267.1,-13.6,20.0,890.9,Nuclear,0.25,495.4,0.818,No,2026-04-29
RDG-00000568,STN_0110,Eastern,2026-04-13 06:00:00,290.8,8690.2,60.016,165.8,13.4,12.5,772.4,Nuclear,0.4,486.7,0.947,No,2026-06-25
RDG-00000569,STN_0111,Northern,2026-04-21 04:00:00,2387.1,10128.3,59.977,319.4,27.5,66.1,659.1,Nuclear,0.91,495.5,0.81,No,2026-03-02
RDG-00000570,STN_0171,Eastern,2026-02-25 00:00:00,1920.2,16380.4,59.984,151.1,16.5,57.9,624.3,Solar,0.55,497.2,0.963,No,2026-01-20
RDG-00000571,STN_0164,Central,2026-04-12 22:00:00,1951.4,9278.3,60.022,389.0,-9.4,65.0,551.2,Biomass,0.79,256.2,0.933,No,2026-02-08
RDG-00000572,STN_0086,Ottawa,2026-05-06 01:00:00,732.0,20867.5,59.977,174.5,20.7,23.3,899.0,Biomass,0.73,424.0,0.873,Yes,2026-07-19
RDG-00000573,STN_0194,Northern,2026-05-25 14:00:00,2187.2,21641.4,60.005,110.9,-29.6,24.6,288.3,Hydro,0.84,405.6,0.918,No,2026-06-12
RDG-00000574,STN_0179,GTA,2026-04-07 17:00:00,3214.9,13840.5,59.965,142.4,-6.6,31.5,359.9,Solar,0.5,267.6,0.826,No,2026-06-07
RDG-00000575,STN_0120,Durham,2026-06-27 06:00:00,876.6,13745.8,60.037,257.7,17.7,4.0,737.9,Nuclear,0.49,85.6,0.973,No,2026-04-19
RDG-00000576,STN_0153,Central,2026-02-01 13:00:00,825.7,19936.4,60.013,219.6,23.3,56.9,718.5,Wind,0.13,106.7,0.901,No,2026-01-22
RDG-00000577,STN_0175,Ottawa,2026-03-10 06:00:00,2595.0,22892.0,59.979,409.6,-21.9,8.4,929.2,Gas,0.33,425.6,0.836,No,2026-04-24
RDG-00000578,STN_0199,Central,2026-04-27 13:00:00,2013.1,18800.2,59.963,361.9,18.9,50.6,103.2,Solar,0.94,485.6,0.859,No,2026-02-12
RDG-00000579,STN_0011,Niagara,2026-03-15 20:00:00,3067.3,20097.0,59.985,410.0,-23.8,56.0,881.7,Nuclear,0.2,265.2,0.968,No,2026-04-25
RDG-00000580,STN_0156,Southwestern,2026-02-22 11:00:00,2806.6,8051.3,60.008,450.6,-6.5,56.8,678.8,Wind,0.86,139.1,0.954,No,2026-01-23
RDG-00000581,STN_0179,Waterloo,2026-04-05 07:00:00,1321.8,19893.5,59.988,313.6,-22.7,56.5,60.1,Wind,0.77,250.3,0.852,No,2026-04-23
RDG-00000582,STN_0093,Southwestern,2026-03-30 16:00:00,2456.2,23675.8,59.969,359.7,24.4,51.4,937.8,Biomass,0.26,142.4,0.963,No,2026-02-21
RDG-00000583,STN_0083,Northern,2026-07-09 06:00:00,979.0,12274.4,59.957,245.2,-28.5,38.3,904.1,Biomass,0.94,444.8,0.84,No,2026-02-26
RDG-00000584,STN_0026,Central,2026-06-12 01:00:00,2076.2,23952.1,60.032,112.4,-16.5,33.4,701.3,Hydro,0.33,401.7,0.88,No,2026-03-19
RDG-00000585,STN_0165,Ottawa,2026-03-07 04:00:00,89.1,22373.9,59.985,134.5,-23.7,55.2,999.4,Hydro,0.63,136.7,0.975,No,2026-07-30
RDG-00000586,STN_0026,Central,2026-06-19 17:00:00,919.5,19676.8,59.975,291.4,34.2,46.1,763.7,Nuclear,0.45,418.6,0.801,No,2026-04-08
RDG-00000587,STN_0018,Central,2026-04-17 13:00:00,902.0,24069.7,59.973,114.7,7.6,15.6,680.2,Nuclear,0.47,381.6,0.955,No,2026-03-31
RDG-00000588,STN_0046,Southwestern,2026-01-13 04:00:00,1614.6,9147.9,60.006,288.1,-29.4,78.9,641.0,Wind,0.61,24.7,0.87,No,2026-06-01
RDG-00000589,STN_0029,Northern,2026-02-21 11:00:00,3093.3,8339.1,60.018,408.1,19.8,60.6,905.6,Nuclear,0.38,148.9,0.916,No,2026-04-04
RDG-00000590,STN_0136,GTA,2026-07-05 19:00:00,3142.1,13585.7,59.994,179.9,3.0,62.8,129.8,Hydro,0.58,269.8,0.982,No,2026-02-07
RDG-00000591,STN_0029,Eastern,2026-04-26 23:00:00,1982.1,22680.1,60.036,129.5,-10.7,42.3,807.1,Biomass,0.42,72.2,0.982,No,2026-07-06
RDG-00000592,STN_0187,Hamilton,2026-05-03 19:00:00,1110.2,9169.1,60.019,299.2,-18.5,18.5,752.5,Nuclear,0.2,268.5,0.982,No,2026-04-27
RDG-00000593,STN_0111,Ottawa,2026-06-24 07:00:00,1560.8,10023.2,60.036,428.4,-11.1,33.0,386.9,Solar,0.5,305.1,0.936,No,2026-05-18
RDG-00000594,STN_0194,GTA,2026-01-23 12:00:00,304.5,24778.3,60.029,154.5,-13.7,9.9,174.6,Biomass,0.11,113.6,0.904,No,2026-04-05
RDG-00000595,STN_0175,Niagara,2026-01-07 02:00:00,2687.5,11769.1,60.008,304.6,10.1,12.9,488.5,Solar,0.21,87.9,0.856,No,2026-06-06
RDG-00000596,STN_0030,Hamilton,2026-02-08 04:00:00,2448.8,8744.0,60.014,207.7,-24.9,52.3,192.4,Nuclear,0.81,241.7,0.995,No,2026-01-03
RDG-00000597,STN_0112,Niagara,2026-05-23 10:00:00,3404.7,13741.2,59.974,367.2,33.3,16.5,248.1,Solar,0.69,181.6,0.872,No,2026-03-25
RDG-00000598,STN_0086,Hamilton,2026-04-28 09:00:00,2944.2,8272.1,59.975,351.0,-20.8,55.8,678.4,Wind,0.11,407.3,0.969,Yes,2026-01-27
RDG-00000599,STN_0040,Central,2026-01-23 16:00:00,3294.7,22858.1,59.973,463.2,-14.1,5.1,43.0,Nuclear,0.38,490.2,0.824,No,2026-01-11
RDG-00000600,STN_0009,GTA,2026-01-20 12:00:00,440.4,8920.5,59.998,217.2,-20.8,2.9,530.0,Nuclear,0.37,326.3,0.992,No,2026-02-03
RDG-00000601,STN_0009,Durham,2026-07-07 07:00:00,393.6,8489.1,60.022,281.0,-26.7,40.8,24.1,Wind,0.81,178.0,0.955,No,2026-05-30
RDG-00000602,STN_0024,Durham,2026-05-13 01:00:00,488.2,11743.6,60.009,473.4,-2.3,39.5,404.8,Gas,0.5,150.8,0.879,No,2026-04-01
RDG-00000603,STN_0065,GTA,2026-05-01 10:00:00,1732.4,22940.4,59.998,324.6,-16.5,70.6,65.4,Hydro,0.11,257.7,0.804,No,2026-02-21
RDG-00000604,STN_0065,Durham,2026-03-20 02:00:00,866.3,20548.1,60.04,314.0,18.6,62.2,79.1,Solar,0.67,35.7,0.888,Yes,2026-07-16
RDG-00000605,STN_0074,Waterloo,2026-06-28 03:00:00,3032.5,8847.3,59.99,229.9,-19.4,54.9,208.9,Biomass,0.33,207.1,0.912,No,2026-07-19
RDG-00000606,STN_0033,Hamilton,2026-01-25 10:00:00,3228.6,8801.6,59.953,195.2,-13.7,66.4,767.9,Solar,0.34,445.1,0.959,No,2026-05-12
RDG-00000607,STN_0058,Hamilton,2026-01-07 04:00:00,1407.8,21850.3,59.963,240.5,-13.6,78.7,80.9,Gas,0.16,19.6,0.978,Yes,2026-05-19
RDG-00000608,STN_0027,Central,2026-06-25 12:00:00,136.5,17989.1,60.0,477.1,-21.8,57.1,302.0,Solar,0.23,327.1,0.996,Yes,2026-07-07
RDG-00000609,STN_0030,Durham,2026-03-03 23:00:00,1570.8,10400.9,59.979,198.7,-10.6,1.7,345.5,Hydro,0.36,154.8,0.883,No,2026-01-18
RDG-00000610,STN_0041,Hamilton,2026-06-22 09:00:00,1997.5,14688.1,59.985,198.5,34.1,79.8,988.5,Nuclear,0.85,365.2,0.825,No,2026-05-23
RDG-00000611,STN_0198,Ottawa,2026-05-28 19:00:00,50.9,11481.1,59.981,468.4,27.0,32.7,940.3,Biomass,0.86,320.8,0.929,No,2026-03-27
RDG-00000612,STN_0015,Central,2026-07-17 15:00:00,1545.7,22716.4,60.001,320.3,-28.0,55.1,176.8,Solar,0.22,182.6,0.947,Yes,2026-05-06
RDG-00000613,STN_0082,Waterloo,2026-01-11 05:00:00,699.0,11409.9,59.965,180.1,6.6,5.6,619.5,Gas,0.61,454.8,0.894,Yes,2026-05-03
RDG-00000614,STN_0184,Ottawa,2026-01-05 10:00:00,3278.3,19317.6,60.0,250.5,33.4,4.5,403.3,Biomass,0.36,456.2,0.983,No,2026-02-22
RDG-00000615,STN_0024,Durham,2026-07-03 18:00:00,433.4,9388.0,59.965,401.7,-18.3,10.1,809.3,Wind,0.23,174.4,0.997,No,2026-03-11
RDG-00000616,STN_0077,Ottawa,2026-01-15 13:00:00,3064.7,21656.1,60.015,236.0,-7.3,21.7,245.8,Gas,0.73,213.1,0.804,No,2026-01-31
RDG-00000617,STN_0078,Eastern,2026-06-27 03:00:00,92.5,22533.4,59.96,424.0,3.5,35.5,120.0,Solar,0.14,181.1,0.935,No,2026-02-27
RDG-00000618,STN_0186,GTA,2026-03-15 20:00:00,2701.8,20377.6,59.994,426.7,20.7,17.7,177.1,Solar,0.39,386.9,0.974,No,2026-01-28
RDG-00000619,STN_0119,Ottawa,2026-04-29 20:00:00,746.7,15686.6,59.981,312.0,23.3,76.3,284.9,Solar,0.12,189.2,0.865,No,2026-06-21
RDG-00000620,STN_0141,Niagara,2026-04-18 13:00:00,1024.6,20724.7,59.985,202.0,10.5,26.4,150.3,Wind,0.58,117.1,0.845,No,2026-04-09
RDG-00000621,STN_0018,Hamilton,2026-04-13 15:00:00,238.1,24757.0,60.011,352.1,-10.6,23.3,444.4,Hydro,0.19,104.8,0.849,No,2026-02-15
RDG-00000622,STN_0010,Ottawa,2026-06-07 03:00:00,1998.0,22722.8,60.003,347.3,9.6,56.3,634.0,Wind,0.79,438.1,0.9,No,2026-04-16
