TRANSACTION_ID,BUSINESS_ENTITY_ID,ENTITY_NAME,BUSINESS_TYPE,SECTOR,REVENUE_AMOUNT,TAX_COLLECTED,TRANSACTION_DATE,FISCAL_QUARTER,REGION,EMPLOYEE_COUNT,ANNUAL_REVENUE_TIER,COMPLIANCE_STATUS,AUDIT_FLAG,BN_NUMBER,LAST_UPDATED
TXN-00000419,BIZ-00094,Ontario Business 380,Cooperative,Manufacturing,71029.83,313386.79,2025-07-26,2025-10-01,Ottawa,4568,$25-100M,Non-Compliant,No,522856324RC0001,2026-06-24
TXN-00000420,BIZ-00234,Ontario Business 146,Crown Corporation,Energy,841769.93,402889.52,2024-10-02,2025-01-01,Central,3120,$5-25M,Compliant,No,713510483RC0001,2026-02-04
TXN-00000421,BIZ-00341,Ontario Business 430,Sole Proprietorship,Construction,4222367.5,561951.74,2025-11-07,2024-04-01,Northern,2728,$1-5M,Non-Compliant,No,772055397RC0001,2026-01-27
TXN-00000422,BIZ-00408,Ontario Business 57,Cooperative,Technology,4460900.41,568273.4,2024-12-29,2025-10-01,Northern,2485,<$1M,Under Review,No,808362198RC0001,2026-04-15
TXN-00000423,BIZ-00229,Ontario Business 216,Cooperative,Agriculture,131825.09,420821.24,2025-08-06,2025-04-01,GTA,2565,>$100M,Exempt,No,619554442RC0001,2026-01-10
TXN-00000424,BIZ-00128,Ontario Business 103,Crown Corporation,Retail,853456.25,187960.9,2026-02-23,2025-07-01,Eastern,1277,<$1M,Exempt,No,390612805RC0001,2026-07-05
TXN-00000425,BIZ-00376,Ontario Business 116,Sole Proprietorship,Education,3169974.61,191776.19,2024-08-13,2025-04-01,GTA,1702,$25-100M,Compliant,No,260371005RC0001,2026-07-02
TXN-00000426,BIZ-00137,Ontario Business 98,Corporation,Technology,3043874.62,217913.52,2026-05-13,2025-10-01,Durham,2028,<$1M,Non-Compliant,Yes,880187800RC0001,2026-01-20
TXN-00000427,BIZ-00383,Ontario Business 96,Sole Proprietorship,Energy,818002.3,558955.35,2025-02-15,2025-04-01,Waterloo,3640,$5-25M,Exempt,No,166291052RC0001,2026-04-22
TXN-00000428,BIZ-00225,Ontario Business 334,Cooperative,Education,1453068.31,106245.37,2025-02-27,2025-01-01,GTA,3824,<$1M,Exempt,Yes,888707384RC0001,2026-01-11
TXN-00000429,BIZ-00375,Ontario Business 36,Cooperative,Technology,546573.74,191382.18,2026-05-09,2025-04-01,Durham,76,$5-25M,Exempt,No,238345486RC0001,2026-01-27
TXN-00000430,BIZ-00058,Ontario Business 379,Non-Profit,Construction,1537644.74,381209.21,2024-01-21,2024-04-01,Southwestern,2099,>$100M,Compliant,Yes,806408291RC0001,2026-07-19
TXN-00000431,BIZ-00371,Ontario Business 32,Crown Corporation,Finance,3493461.35,447045.03,2026-01-19,2025-04-01,Waterloo,1418,<$1M,Non-Compliant,Yes,117476520RC0001,2026-07-02
TXN-00000432,BIZ-00491,Ontario Business 213,Partnership,Technology,4440992.96,55730.48,2024-03-16,2024-04-01,Hamilton,329,$5-25M,Under Review,Yes,131376395RC0001,2026-07-24
TXN-00000433,BIZ-00179,Ontario Business 190,Corporation,Manufacturing,441734.99,473188.22,2025-06-09,2026-01-01,Durham,2593,<$1M,Exempt,No,116556271RC0001,2026-07-17
TXN-00000434,BIZ-00221,Ontario Business 228,Partnership,Healthcare,1337100.98,172244.85,2024-08-21,2025-07-01,Ottawa,2721,$25-100M,Compliant,No,229322020RC0001,2026-03-10
TXN-00000435,BIZ-00369,Ontario Business 68,Crown Corporation,Construction,259700.42,101537.42,2024-12-16,2025-01-01,Durham,3181,<$1M,Compliant,No,231173312RC0001,2026-01-31
TXN-00000436,BIZ-00041,Ontario Business 465,Cooperative,Education,871655.61,471217.6,2026-05-16,2024-07-01,Southwestern,1703,$5-25M,Under Review,No,220111214RC0001,2026-01-10
TXN-00000437,BIZ-00202,Ontario Business 54,Cooperative,Education,4817461.76,6870.35,2024-09-17,2026-01-01,Northern,2602,$5-25M,Under Review,Yes,850293735RC0001,2026-01-10
TXN-00000438,BIZ-00255,Ontario Business 103,Crown Corporation,Healthcare,935276.14,4581.88,2024-05-28,2025-07-01,GTA,4471,$5-25M,Non-Compliant,Yes,422810949RC0001,2026-01-06
TXN-00000439,BIZ-00281,Ontario Business 265,Crown Corporation,Technology,3698707.27,278591.11,2025-08-30,2024-10-01,Central,1887,$1-5M,Exempt,Yes,206444806RC0001,2026-06-22
TXN-00000440,BIZ-00008,Ontario Business 473,Non-Profit,Mining,2875886.98,508412.54,2026-05-03,2024-07-01,Southwestern,483,<$1M,Compliant,Yes,996185113RC0001,2026-07-04
TXN-00000441,BIZ-00442,Ontario Business 320,Crown Corporation,Healthcare,4969708.49,381741.65,2025-11-08,2024-10-01,Durham,4267,$25-100M,Non-Compliant,Yes,460166246RC0001,2026-07-01
TXN-00000442,BIZ-00303,Ontario Business 443,Partnership,Mining,750965.07,231426.69,2025-10-13,2025-01-01,Southwestern,2710,<$1M,Under Review,No,557814279RC0001,2026-03-08
TXN-00000443,BIZ-00331,Ontario Business 89,Crown Corporation,Manufacturing,2663199.16,461419.9,2025-10-02,2025-10-01,Niagara,2282,>$100M,Compliant,Yes,140292817RC0001,2026-03-27
TXN-00000444,BIZ-00036,Ontario Business 488,Sole Proprietorship,Mining,3203074.03,88272.2,2026-06-18,2026-01-01,Northern,2221,$1-5M,Compliant,No,629042359RC0001,2026-05-01
TXN-00000445,BIZ-00255,Ontario Business 317,Non-Profit,Manufacturing,3316445.3,296140.35,2025-06-03,2024-07-01,GTA,4041,<$1M,Under Review,No,157776122RC0001,2026-05-09
TXN-00000446,BIZ-00313,Ontario Business 406,Sole Proprietorship,Energy,417139.07,451530.55,2026-06-26,2025-01-01,Eastern,796,$5-25M,Exempt,Yes,158800680RC0001,2026-05-24
TXN-00000447,BIZ-00093,Ontario Business 344,Sole Proprietorship,Education,1927337.48,538625.82,2025-01-31,2024-10-01,GTA,675,$25-100M,Under Review,No,887587794RC0001,2026-01-30
TXN-00000448,BIZ-00348,Ontario Business 72,Crown Corporation,Education,290670.91,443317.72,2026-07-27,2025-10-01,Waterloo,3468,<$1M,Compliant,Yes,695579696RC0001,2026-03-11
TXN-00000449,BIZ-00001,Ontario Business 345,Sole Proprietorship,Mining,135802.49,369234.26,2025-11-05,2026-01-01,Niagara,3961,$1-5M,Exempt,Yes,931640926RC0001,2026-05-16
TXN-00000450,BIZ-00214,Ontario Business 118,Sole Proprietorship,Manufacturing,4081307.6,387133.2,2024-12-20,2024-04-01,Niagara,3204,$25-100M,Exempt,No,109220583RC0001,2026-07-22
TXN-00000451,BIZ-00367,Ontario Business 175,Partnership,Technology,2631103.66,17328.24,2024-02-07,2025-07-01,GTA,4985,<$1M,Under Review,Yes,546772685RC0001,2026-06-10
TXN-00000452,BIZ-00319,Ontario Business 96,Partnership,Technology,3459513.89,383891.81,2025-06-01,2024-04-01,Central,3038,$25-100M,Non-Compliant,No,958977413RC0001,2026-01-20
TXN-00000453,BIZ-00300,Ontario Business 294,Cooperative,Retail,3874407.12,548760.71,2024-09-24,2025-01-01,Niagara,540,$25-100M,Compliant,No,113799205RC0001,2026-06-28
TXN-00000454,BIZ-00093,Ontario Business 306,Cooperative,Mining,3050492.05,27596.51,2025-02-12,2024-07-01,Waterloo,964,>$100M,Compliant,No,756377181RC0001,2026-05-18
TXN-00000455,BIZ-00108,Ontario Business 212,Crown Corporation,Agriculture,1318373.13,9424.41,2024-05-17,2024-07-01,Hamilton,3625,$5-25M,Compliant,Yes,923371676RC0001,2026-05-03
TXN-00000456,BIZ-00223,Ontario Business 225,Partnership,Energy,117429.84,450545.7,2025-11-14,2024-04-01,Southwestern,1543,$25-100M,Non-Compliant,Yes,892218029RC0001,2026-01-27
TXN-00000457,BIZ-00171,Ontario Business 420,Crown Corporation,Energy,3223476.99,432166.95,2024-05-15,2024-10-01,Waterloo,2640,<$1M,Under Review,No,138416820RC0001,2026-02-20
TXN-00000458,BIZ-00485,Ontario Business 299,Corporation,Manufacturing,2123078.07,189310.24,2025-03-15,2026-01-01,Central,3242,$25-100M,Non-Compliant,Yes,928951959RC0001,2026-07-23
TXN-00000459,BIZ-00167,Ontario Business 483,Corporation,Energy,1242416.56,429938.81,2025-05-20,2025-04-01,Eastern,4903,$1-5M,Exempt,Yes,656327561RC0001,2026-01-27
TXN-00000460,BIZ-00088,Ontario Business 30,Crown Corporation,Agriculture,224779.61,537215.89,2024-01-27,2025-01-01,Hamilton,4422,<$1M,Compliant,Yes,103284830RC0001,2026-03-05
TXN-00000461,BIZ-00325,Ontario Business 74,Corporation,Agriculture,761976.84,155642.71,2026-07-17,2024-07-01,Niagara,79,>$100M,Compliant,No,473121276RC0001,2026-05-06
TXN-00000462,BIZ-00361,Ontario Business 267,Non-Profit,Energy,569739.99,260416.87,2024-03-27,2024-04-01,Hamilton,3247,$5-25M,Non-Compliant,No,743411329RC0001,2026-01-13
TXN-00000463,BIZ-00144,Ontario Business 115,Non-Profit,Retail,3724536.29,458989.09,2026-06-27,2025-10-01,Ottawa,3557,$1-5M,Under Review,Yes,600619404RC0001,2026-06-26
TXN-00000464,BIZ-00431,Ontario Business 452,Crown Corporation,Finance,2158205.54,12223.34,2024-10-02,2024-04-01,Northern,3126,<$1M,Under Review,No,953841828RC0001,2026-04-16
TXN-00000465,BIZ-00183,Ontario Business 370,Partnership,Mining,711431.53,59253.5,2025-06-27,2025-07-01,Niagara,4432,>$100M,Exempt,No,770832255RC0001,2026-05-28
TXN-00000466,BIZ-00460,Ontario Business 112,Sole Proprietorship,Mining,2249494.22,178451.11,2024-07-13,2024-07-01,Durham,350,$1-5M,Under Review,No,697492463RC0001,2026-04-23
TXN-00000467,BIZ-00211,Ontario Business 44,Cooperative,Retail,1519001.22,145585.05,2026-01-03,2025-01-01,Hamilton,1900,$25-100M,Compliant,Yes,649852885RC0001,2026-03-26
TXN-00000468,BIZ-00225,Ontario Business 174,Sole Proprietorship,Construction,3014648.23,287867.39,2026-02-10,2025-01-01,Ottawa,4331,$1-5M,Non-Compliant,Yes,862872593RC0001,2026-05-27
TXN-00000469,BIZ-00009,Ontario Business 7,Sole Proprietorship,Retail,4662495.96,107944.46,2025-05-13,2025-07-01,Northern,1661,$5-25M,Exempt,Yes,440746294RC0001,2026-01-18
TXN-00000470,BIZ-00405,Ontario Business 500,Sole Proprietorship,Healthcare,3777714.64,277281.56,2025-02-16,2024-04-01,Durham,4986,$25-100M,Compliant,Yes,121186742RC0001,2026-04-07
TXN-00000471,BIZ-00485,Ontario Business 457,Crown Corporation,Energy,2528866.69,404131.45,2025-05-29,2024-10-01,Southwestern,1061,$5-25M,Exempt,No,693096726RC0001,2026-02-03
TXN-00000472,BIZ-00387,Ontario Business 296,Sole Proprietorship,Agriculture,4090112.9,162927.88,2025-10-15,2024-04-01,Southwestern,2414,$5-25M,Compliant,Yes,716608358RC0001,2026-05-21
TXN-00000473,BIZ-00205,Ontario Business 100,Non-Profit,Manufacturing,3732769.34,245119.28,2025-02-03,2024-04-01,Durham,982,$5-25M,Non-Compliant,No,146760275RC0001,2026-02-05
TXN-00000474,BIZ-00310,Ontario Business 365,Crown Corporation,Energy,4941082.21,119232.06,2025-07-23,2025-01-01,Ottawa,2823,$1-5M,Compliant,No,117882591RC0001,2026-04-30
TXN-00000475,BIZ-00457,Ontario Business 308,Corporation,Mining,213194.67,189537.58,2025-06-23,2026-01-01,Durham,3481,<$1M,Compliant,No,166695336RC0001,2026-05-12
TXN-00000476,BIZ-00364,Ontario Business 392,Cooperative,Manufacturing,4560226.78,155262.24,2024-10-10,2025-07-01,Ottawa,1470,>$100M,Under Review,No,472655435RC0001,2026-03-11
TXN-00000477,BIZ-00386,Ontario Business 45,Non-Profit,Manufacturing,997309.06,322563.33,2025-06-17,2024-07-01,Southwestern,4026,$5-25M,Under Review,No,125378006RC0001,2026-04-28
TXN-00000478,BIZ-00412,Ontario Business 469,Partnership,Manufacturing,2632279.4,86457.47,2026-04-20,2025-01-01,Waterloo,2913,<$1M,Compliant,No,645849663RC0001,2026-04-20
TXN-00000479,BIZ-00229,Ontario Business 229,Partnership,Energy,3931.93,505268.17,2024-07-13,2025-07-01,Hamilton,3144,<$1M,Under Review,No,585697532RC0001,2026-02-23
TXN-00000480,BIZ-00112,Ontario Business 200,Corporation,Retail,904637.43,164657.37,2024-10-14,2024-07-01,Central,764,$25-100M,Under Review,Yes,761231087RC0001,2026-03-22
TXN-00000481,BIZ-00224,Ontario Business 213,Cooperative,Healthcare,3206682.13,330447.15,2026-02-26,2024-10-01,Southwestern,1984,$25-100M,Non-Compliant,No,180738495RC0001,2026-04-24
TXN-00000482,BIZ-00271,Ontario Business 83,Cooperative,Construction,3406267.74,484002.61,2025-04-30,2025-01-01,GTA,3169,<$1M,Non-Compliant,No,131656804RC0001,2026-01-21
TXN-00000483,BIZ-00253,Ontario Business 343,Partnership,Healthcare,2977736.2,199342.43,2026-07-08,2024-04-01,GTA,4819,$1-5M,Non-Compliant,No,826496805RC0001,2026-05-11
TXN-00000484,BIZ-00405,Ontario Business 104,Cooperative,Energy,4636160.37,425638.55,2025-03-12,2024-10-01,Hamilton,4263,$1-5M,Exempt,No,613829398RC0001,2026-04-08
TXN-00000485,BIZ-00169,Ontario Business 134,Corporation,Finance,1122832.74,610290.51,2025-04-27,2024-07-01,Southwestern,2823,<$1M,Under Review,No,392644291RC0001,2026-06-18
TXN-00000486,BIZ-00450,Ontario Business 4,Sole Proprietorship,Agriculture,3237813.31,106279.2,2026-04-18,2025-07-01,Niagara,2801,$1-5M,Under Review,No,613976621RC0001,2026-04-03
TXN-00000487,BIZ-00199,Ontario Business 92,Crown Corporation,Energy,3808450.8,221748.08,2026-04-24,2025-04-01,GTA,1920,$5-25M,Under Review,No,487887902RC0001,2026-06-08
TXN-00000488,BIZ-00184,Ontario Business 169,Sole Proprietorship,Education,3283856.01,408484.18,2024-06-22,2024-10-01,GTA,4739,$5-25M,Exempt,Yes,456153142RC0001,2026-03-07
TXN-00000489,BIZ-00454,Ontario Business 134,Crown Corporation,Education,1790896.72,569619.73,2025-12-16,2025-01-01,Waterloo,92,<$1M,Exempt,No,929479146RC0001,2026-06-26
TXN-00000490,BIZ-00448,Ontario Business 311,Sole Proprietorship,Construction,313121.52,557470.79,2025-06-07,2025-07-01,Northern,4256,$25-100M,Compliant,No,926040425RC0001,2026-06-26
TXN-00000491,BIZ-00266,Ontario Business 120,Partnership,Retail,1124326.09,85531.81,2025-08-19,2026-01-01,Eastern,4499,$5-25M,Non-Compliant,No,289772449RC0001,2026-07-25
TXN-00000492,BIZ-00144,Ontario Business 32,Sole Proprietorship,Mining,4485098.12,500129.02,2026-04-19,2024-04-01,Southwestern,3476,>$100M,Exempt,Yes,679029002RC0001,2026-07-02
TXN-00000493,BIZ-00232,Ontario Business 206,Sole Proprietorship,Retail,4690538.1,113246.89,2024-06-18,2025-04-01,Hamilton,3813,<$1M,Compliant,No,578277822RC0001,2026-05-21
TXN-00000494,BIZ-00234,Ontario Business 100,Crown Corporation,Agriculture,426301.18,578020.18,2024-05-05,2025-10-01,Northern,533,$25-100M,Under Review,No,608647117RC0001,2026-01-22
TXN-00000495,BIZ-00121,Ontario Business 380,Non-Profit,Construction,988244.58,189717.21,2025-12-16,2025-01-01,Ottawa,4663,<$1M,Exempt,No,546023046RC0001,2026-07-18
TXN-00000496,BIZ-00368,Ontario Business 62,Crown Corporation,Finance,1554263.18,438347.0,2025-02-10,2025-10-01,Hamilton,3222,$1-5M,Compliant,Yes,293441982RC0001,2026-03-21
TXN-00000497,BIZ-00238,Ontario Business 292,Cooperative,Finance,630667.72,321173.48,2025-10-29,2025-10-01,Hamilton,348,$25-100M,Compliant,No,575799089RC0001,2026-01-24
TXN-00000498,BIZ-00327,Ontario Business 138,Non-Profit,Mining,1797177.04,396333.99,2024-12-07,2026-01-01,Durham,3036,$1-5M,Under Review,No,262493926RC0001,2026-06-02
TXN-00000499,BIZ-00258,Ontario Business 29,Corporation,Mining,946350.86,493026.54,2024-08-16,2026-01-01,Eastern,2058,$5-25M,Non-Compliant,Yes,407038385RC0001,2026-05-03
TXN-00000500,BIZ-00427,Ontario Business 447,Corporation,Healthcare,1729962.5,204616.3,2024-07-09,2024-10-01,Ottawa,4566,<$1M,Non-Compliant,Yes,577402399RC0001,2026-01-24
TXN-00000501,BIZ-00401,Ontario Business 310,Corporation,Construction,4114358.38,282666.64,2025-04-28,2025-10-01,Waterloo,1618,<$1M,Under Review,Yes,951854069RC0001,2026-04-11
TXN-00000502,BIZ-00462,Ontario Business 443,Partnership,Energy,1219699.64,127768.13,2025-02-13,2025-04-01,Northern,2858,$5-25M,Compliant,Yes,487346338RC0001,2026-03-04
TXN-00000503,BIZ-00125,Ontario Business 356,Cooperative,Finance,4076936.82,57646.05,2024-04-12,2024-10-01,Central,2457,$25-100M,Exempt,No,925993451RC0001,2026-06-02
TXN-00000504,BIZ-00036,Ontario Business 150,Non-Profit,Mining,3342959.49,232871.67,2025-08-07,2026-01-01,Hamilton,347,$1-5M,Compliant,No,102000231RC0001,2026-04-03
TXN-00000505,BIZ-00220,Ontario Business 273,Cooperative,Finance,1849084.58,127595.24,2024-02-12,2024-07-01,Southwestern,1773,$5-25M,Non-Compliant,No,516990187RC0001,2026-07-25
TXN-00000506,BIZ-00469,Ontario Business 443,Sole Proprietorship,Education,4374078.76,400489.02,2025-06-11,2025-01-01,Niagara,4101,$25-100M,Under Review,No,779363322RC0001,2026-03-18
TXN-00000507,BIZ-00343,Ontario Business 160,Cooperative,Retail,4488887.23,330092.61,2024-04-29,2024-04-01,Niagara,1590,$1-5M,Exempt,No,917501651RC0001,2026-02-19
TXN-00000508,BIZ-00290,Ontario Business 72,Cooperative,Technology,1885658.66,461334.23,2024-01-24,2025-04-01,Northern,4756,$5-25M,Under Review,Yes,912121871RC0001,2026-01-20
TXN-00000509,BIZ-00046,Ontario Business 315,Sole Proprietorship,Retail,2235045.6,622059.74,2025-10-19,2025-07-01,GTA,3530,>$100M,Exempt,Yes,164159765RC0001,2026-05-28
TXN-00000510,BIZ-00297,Ontario Business 378,Sole Proprietorship,Agriculture,2401174.39,568666.56,2024-04-06,2024-10-01,GTA,1766,>$100M,Under Review,Yes,730848243RC0001,2026-07-13
TXN-00000511,BIZ-00421,Ontario Business 498,Non-Profit,Technology,525167.18,577712.22,2026-03-10,2025-07-01,Waterloo,2863,$5-25M,Exempt,No,184423538RC0001,2026-04-22
TXN-00000512,BIZ-00287,Ontario Business 386,Corporation,Education,2564776.86,617518.47,2024-02-09,2025-04-01,GTA,51,$5-25M,Non-Compliant,No,659215875RC0001,2026-01-05
TXN-00000513,BIZ-00041,Ontario Business 412,Cooperative,Manufacturing,593408.65,564980.58,2024-10-07,2025-01-01,Eastern,3411,<$1M,Non-Compliant,No,381309620RC0001,2026-02-20
TXN-00000514,BIZ-00096,Ontario Business 53,Cooperative,Healthcare,599464.51,640740.65,2024-09-29,2025-07-01,Waterloo,1066,>$100M,Compliant,No,739128620RC0001,2026-07-08
TXN-00000515,BIZ-00496,Ontario Business 56,Non-Profit,Education,4212410.79,645359.0,2025-09-28,2024-04-01,Waterloo,545,$1-5M,Exempt,No,170613297RC0001,2026-05-06
TXN-00000516,BIZ-00330,Ontario Business 214,Partnership,Mining,645033.35,590708.5,2026-04-26,2025-07-01,Waterloo,2480,>$100M,Under Review,No,126906578RC0001,2026-05-26
TXN-00000517,BIZ-00014,Ontario Business 456,Corporation,Education,4122667.82,8933.54,2026-02-13,2024-07-01,Central,1776,$25-100M,Compliant,No,413521224RC0001,2026-02-23
TXN-00000518,BIZ-00312,Ontario Business 154,Partnership,Manufacturing,3276455.68,581669.18,2025-05-19,2025-01-01,Northern,482,<$1M,Exempt,Yes,225132503RC0001,2026-04-06
TXN-00000519,BIZ-00101,Ontario Business 172,Sole Proprietorship,Technology,1794700.51,116475.6,2026-02-28,2025-07-01,Niagara,1416,$5-25M,Compliant,No,739884687RC0001,2026-05-07
TXN-00000520,BIZ-00023,Ontario Business 136,Crown Corporation,Retail,2757287.72,455670.53,2024-11-26,2025-07-01,Ottawa,3314,>$100M,Under Review,Yes,870400694RC0001,2026-03-14
TXN-00000521,BIZ-00017,Ontario Business 432,Partnership,Construction,3783838.54,436973.84,2026-03-11,2025-04-01,Ottawa,660,>$100M,Under Review,No,313702317RC0001,2026-05-26
TXN-00000522,BIZ-00051,Ontario Business 321,Corporation,Manufacturing,2565951.83,504490.15,2024-03-16,2025-10-01,Niagara,4077,$25-100M,Compliant,No,266616350RC0001,2026-01-19
TXN-00000523,BIZ-00260,Ontario Business 468,Partnership,Agriculture,4252622.77,246237.71,2026-06-15,2024-04-01,Southwestern,1550,>$100M,Non-Compliant,Yes,733416472RC0001,2026-01-04
TXN-00000524,BIZ-00017,Ontario Business 406,Non-Profit,Agriculture,2935266.84,92988.93,2026-03-03,2025-07-01,Hamilton,4211,$1-5M,Compliant,Yes,613525611RC0001,2026-01-07
TXN-00000525,BIZ-00110,Ontario Business 232,Crown Corporation,Manufacturing,3757864.84,99797.49,2025-01-12,2025-10-01,Waterloo,2506,>$100M,Non-Compliant,Yes,842927303RC0001,2026-01-16
TXN-00000526,BIZ-00234,Ontario Business 130,Non-Profit,Construction,4736847.6,50559.52,2024-07-12,2025-04-01,GTA,4854,$5-25M,Compliant,No,115309027RC0001,2026-03-23
TXN-00000527,BIZ-00030,Ontario Business 381,Corporation,Agriculture,505784.68,461799.92,2025-12-27,2025-10-01,Ottawa,4050,<$1M,Compliant,Yes,396513598RC0001,2026-05-12
TXN-00000528,BIZ-00420,Ontario Business 184,Partnership,Healthcare,3618946.66,501146.66,2026-01-28,2024-10-01,Eastern,2055,>$100M,Compliant,Yes,878608437RC0001,2026-05-30
TXN-00000529,BIZ-00146,Ontario Business 348,Partnership,Finance,1592313.75,574668.03,2025-12-17,2025-10-01,Northern,2648,$5-25M,Exempt,Yes,391592348RC0001,2026-03-10
TXN-00000530,BIZ-00052,Ontario Business 480,Sole Proprietorship,Mining,2710819.28,39903.53,2026-07-22,2024-04-01,Waterloo,1563,$1-5M,Compliant,No,256389397RC0001,2026-05-31
TXN-00000531,BIZ-00131,Ontario Business 56,Crown Corporation,Education,548838.86,62644.94,2026-05-21,2025-04-01,Durham,1919,$1-5M,Non-Compliant,Yes,743076440RC0001,2026-04-14
TXN-00000532,BIZ-00384,Ontario Business 176,Sole Proprietorship,Education,4067029.95,85701.39,2025-02-01,2025-10-01,Waterloo,2446,>$100M,Compliant,Yes,101982240RC0001,2026-01-20
TXN-00000533,BIZ-00033,Ontario Business 85,Cooperative,Manufacturing,1097035.15,452427.64,2024-05-05,2025-10-01,Hamilton,4749,$25-100M,Non-Compliant,No,771781649RC0001,2026-04-10
TXN-00000534,BIZ-00334,Ontario Business 238,Sole Proprietorship,Finance,1107766.4,472564.0,2026-03-28,2025-01-01,Niagara,4137,$5-25M,Compliant,No,358605240RC0001,2026-03-20
TXN-00000535,BIZ-00145,Ontario Business 202,Sole Proprietorship,Finance,4009966.02,14804.56,2025-05-13,2025-04-01,Waterloo,457,$5-25M,Under Review,Yes,468013248RC0001,2026-07-06
TXN-00000536,BIZ-00315,Ontario Business 189,Corporation,Mining,3816726.83,598058.58,2024-10-03,2024-10-01,Durham,563,$25-100M,Under Review,No,263643097RC0001,2026-03-26
TXN-00000537,BIZ-00488,Ontario Business 229,Crown Corporation,Finance,429836.21,455124.5,2025-05-17,2024-10-01,Hamilton,2349,<$1M,Compliant,No,725999142RC0001,2026-01-21
TXN-00000538,BIZ-00470,Ontario Business 491,Partnership,Construction,4525959.62,372212.28,2026-02-04,2024-07-01,Central,2782,$5-25M,Compliant,No,736681244RC0001,2026-04-02
TXN-00000539,BIZ-00368,Ontario Business 500,Partnership,Finance,3113897.46,166464.94,2025-10-03,2025-07-01,Northern,1129,<$1M,Exempt,Yes,237669764RC0001,2026-05-22
TXN-00000540,BIZ-00157,Ontario Business 73,Partnership,Agriculture,2398247.45,418057.1,2024-06-24,2024-04-01,Northern,185,$1-5M,Compliant,No,285044774RC0001,2026-04-09
TXN-00000541,BIZ-00161,Ontario Business 397,Corporation,Manufacturing,3595251.05,94731.55,2024-11-15,2025-07-01,Hamilton,4225,<$1M,Under Review,Yes,412469378RC0001,2026-04-03
TXN-00000542,BIZ-00491,Ontario Business 391,Crown Corporation,Finance,3608611.44,147715.1,2024-08-11,2024-04-01,Northern,2299,<$1M,Under Review,Yes,116329496RC0001,2026-01-30
TXN-00000543,BIZ-00058,Ontario Business 108,Corporation,Retail,2122040.92,541361.45,2024-07-08,2024-07-01,Southwestern,2035,$25-100M,Exempt,Yes,498690168RC0001,2026-03-27
TXN-00000544,BIZ-00340,Ontario Business 466,Non-Profit,Finance,3695187.26,579527.69,2025-04-30,2024-04-01,Northern,3502,<$1M,Non-Compliant,No,528961271RC0001,2026-06-09
TXN-00000545,BIZ-00479,Ontario Business 334,Crown Corporation,Mining,2918946.61,627988.03,2025-04-05,2024-10-01,Central,3301,>$100M,Exempt,No,183597383RC0001,2026-01-17
TXN-00000546,BIZ-00109,Ontario Business 179,Corporation,Construction,3455279.89,511091.1,2025-09-24,2025-10-01,Hamilton,1376,$25-100M,Exempt,Yes,333824756RC0001,2026-05-25
TXN-00000547,BIZ-00211,Ontario Business 260,Corporation,Technology,2215020.46,591988.17,2025-09-22,2025-04-01,Hamilton,2574,<$1M,Non-Compliant,Yes,237585806RC0001,2026-01-12
TXN-00000548,BIZ-00049,Ontario Business 34,Sole Proprietorship,Construction,4072983.7,632477.16,2026-01-19,2025-04-01,Northern,1054,$5-25M,Under Review,Yes,796800747RC0001,2026-07-03
TXN-00000549,BIZ-00466,Ontario Business 71,Sole Proprietorship,Agriculture,429479.35,198017.25,2024-08-05,2024-07-01,Niagara,610,$25-100M,Exempt,No,430070858RC0001,2026-06-23
TXN-00000550,BIZ-00158,Ontario Business 467,Crown Corporation,Mining,2433331.48,317080.93,2024-04-24,2025-07-01,Ottawa,901,<$1M,Non-Compliant,No,685353206RC0001,2026-04-27
TXN-00000551,BIZ-00066,Ontario Business 123,Non-Profit,Technology,4567608.09,321617.99,2024-11-25,2025-07-01,Durham,3283,<$1M,Under Review,No,423652273RC0001,2026-02-03
TXN-00000552,BIZ-00108,Ontario Business 207,Sole Proprietorship,Retail,1695252.27,331212.54,2026-01-08,2025-04-01,Niagara,4758,$1-5M,Exempt,Yes,972355344RC0001,2026-03-13
TXN-00000553,BIZ-00237,Ontario Business 332,Non-Profit,Construction,1732635.42,16871.85,2025-11-17,2024-04-01,Central,3765,<$1M,Compliant,No,667598820RC0001,2026-03-08
TXN-00000554,BIZ-00324,Ontario Business 158,Partnership,Technology,303173.48,476670.18,2026-04-25,2025-04-01,Durham,4935,$5-25M,Under Review,No,429466706RC0001,2026-03-01
TXN-00000555,BIZ-00227,Ontario Business 312,Sole Proprietorship,Education,1949262.52,621979.14,2024-10-20,2025-04-01,Durham,3255,$25-100M,Compliant,Yes,678280904RC0001,2026-05-15
TXN-00000556,BIZ-00039,Ontario Business 209,Corporation,Agriculture,844811.21,318407.91,2025-03-27,2025-01-01,Southwestern,3649,$25-100M,Non-Compliant,No,570464752RC0001,2026-05-13
TXN-00000557,BIZ-00380,Ontario Business 150,Partnership,Finance,2314600.23,152863.45,2024-09-05,2024-07-01,Durham,4260,<$1M,Non-Compliant,No,632047423RC0001,2026-03-25
TXN-00000558,BIZ-00438,Ontario Business 146,Corporation,Manufacturing,3955909.08,180307.97,2026-02-24,2025-07-01,Central,3590,>$100M,Exempt,Yes,877260792RC0001,2026-04-28
