CLIENT_ID,RETENTION_RATE,SERVICE_PROGRAM,SATISFACTION_SCORE,CHURN_RISK_INDICATOR,REGION,QUARTER,ENGAGEMENT_FREQUENCY,PROGRAM_TYPE,SERVICE_CATEGORY,CASE_LOAD,RENEWAL_COUNT,DROPOUT_COUNT,AVG_INTERACTION_DAYS,FIRST_CONTACT_DATE,LAST_CONTACT_DATE,REFERRAL_SOURCE,CASE_COMPLEXITY,NET_PROMOTER_SCORE,RESPONSE_TIME_HOURS,DIGITAL_ENGAGEMENT_PCT,IN_PERSON_VISITS,PHONE_INTERACTIONS,EMAIL_INTERACTIONS,BENEFITS_AMOUNT,COST_PER_CLIENT,FISCAL_YEAR,DATA_QUALITY_SCORE,LAST_UPDATED
CLT-000769,0.634,Home Care,4.1,High,Central,2025-10-01,8,Youth,Home Care,125,3,3,32.1,2020-12-15,2025-06-13,Other Ministry,Complex,-1,1.8,16.8,12,11,34,2551.02,40666.54,FY2023-24,70.8,2026-04-05
CLT-000770,0.738,Child Care Subsidy,4.0,Medium,Ottawa,2024-07-01,11,Community,Disability,20,1,2,31.8,2023-09-23,2026-02-16,School,Standard,11,33.6,71.2,4,20,26,4722.83,31498.73,FY2024-25,89.9,2026-02-16
CLT-000771,0.425,Family Support,3.5,High,Southwestern,2024-04-01,21,Family,Child Care,59,1,0,24.0,2023-01-07,2025-02-11,Self-Referral,Standard,53,38.7,82.3,5,2,41,2550.85,42674.68,FY2023-24,98.5,2026-02-14
CLT-000772,0.861,Youth Services,8.1,High,Ottawa,2025-07-01,18,Home Care,Community,149,3,3,89.3,2021-09-02,2025-01-09,Community Agency,Complex,-6,38.5,32.3,17,1,24,8077.95,15974.14,FY2023-24,95.1,2026-06-22
CLT-000773,0.401,Family Support,4.2,High,Hamilton,2026-01-01,21,Housing,Disability,90,4,2,71.0,2022-03-05,2026-02-16,Court,Standard,75,22.7,73.4,19,13,46,3667.88,15513.52,FY2023-24,73.4,2026-02-06
CLT-000774,0.822,Family Support,8.5,Low,Ottawa,2025-01-01,6,Employment,Youth,26,0,2,18.9,2021-06-02,2026-06-29,School,Simple,16,52.9,89.7,18,24,44,21713.11,5412.33,FY2025-26,83.4,2026-07-31
CLT-000775,0.849,Employment Services,6.9,High,Ottawa,2024-10-01,17,Disability,Child Care,150,0,0,23.6,2022-06-03,2026-03-09,Family Doctor,Simple,74,49.7,24.3,0,1,0,9021.97,10638.72,FY2023-24,86.2,2026-02-19
CLT-000776,0.721,Home Care,8.9,Low,Central,2024-04-01,11,Home Care,Youth,72,4,1,51.7,2020-01-04,2025-12-30,Hospital,Standard,58,12.7,76.2,19,1,3,11552.0,27165.11,FY2024-25,74.9,2026-04-28
CLT-000777,0.846,Home Care,8.8,Low,Durham,2025-01-01,17,Community,Disability,64,3,3,81.5,2020-06-19,2026-06-02,Other Ministry,Complex,-6,63.7,91.9,12,5,25,11644.46,13143.78,FY2025-26,79.1,2026-07-18
CLT-000778,0.464,ODSP,4.3,High,Durham,2024-10-01,7,Disability,Home Care,35,5,1,34.7,2021-01-17,2026-04-18,Community Agency,Complex,41,23.8,89.7,0,12,30,12578.7,5653.62,FY2023-24,82.7,2026-06-11
CLT-000779,0.827,Child Care Subsidy,3.0,High,Durham,2024-07-01,21,Youth,Disability,29,4,1,44.7,2022-06-29,2026-02-24,Community Agency,Standard,44,50.2,39.9,18,13,37,21404.11,32519.32,FY2025-26,90.8,2026-03-31
CLT-000780,0.79,Child Care Subsidy,8.0,Low,Northern,2025-10-01,13,Family,Community,146,3,1,57.0,2021-12-25,2025-04-07,Hospital,Standard,37,15.1,62.4,18,18,10,8914.0,11952.27,FY2024-25,90.1,2026-06-10
CLT-000781,0.776,Community Living,8.0,Low,Waterloo,2024-04-01,15,Youth,Housing,46,4,3,41.0,2021-09-15,2025-03-06,Online Portal,Complex,59,28.8,11.8,0,17,50,15084.58,16042.68,FY2025-26,84.9,2026-05-24
CLT-000782,0.608,Employment Services,5.8,Low,Durham,2025-01-01,20,Youth,Child Care,115,3,1,29.6,2022-07-27,2026-06-16,Other Ministry,Simple,31,52.9,55.6,17,3,24,7677.7,29629.71,FY2023-24,78.0,2026-03-22
CLT-000783,0.406,Child Care Subsidy,7.5,High,Niagara,2024-04-01,11,Home Care,Child Care,18,1,3,16.9,2022-07-28,2025-02-10,Family Doctor,Standard,17,40.0,86.6,0,26,34,4888.97,27197.42,FY2024-25,80.8,2026-01-27
CLT-000784,0.854,Ontario Works,6.8,High,Waterloo,2025-01-01,22,Employment,Family,133,2,1,57.6,2024-02-18,2026-05-01,Court,Complex,-7,40.1,45.4,7,0,9,23173.63,22906.83,FY2024-25,97.5,2026-01-13
CLT-000785,0.4,Ontario Works,7.6,High,Niagara,2025-10-01,4,Family,Disability,14,2,3,29.9,2023-02-16,2025-09-25,School,Standard,49,48.0,86.3,9,13,28,14452.31,25630.03,FY2024-25,97.4,2026-01-05
CLT-000786,0.786,Community Living,4.1,High,GTA,2024-04-01,4,Disability,Community,105,5,0,9.0,2021-07-09,2025-10-30,Court,Standard,-4,43.5,89.7,12,15,17,16799.0,47779.92,FY2025-26,97.1,2026-04-13
CLT-000787,0.883,Youth Services,4.1,Low,Niagara,2024-10-01,5,Child Care,Family,98,4,3,79.1,2020-10-07,2025-11-19,Family Doctor,Simple,3,67.6,25.4,19,0,21,6279.84,46661.64,FY2025-26,89.8,2026-04-23
CLT-000788,0.868,Employment Services,6.4,Medium,Niagara,2025-04-01,18,Youth,Family,105,4,1,56.1,2021-10-30,2025-06-24,Community Agency,Simple,48,16.6,10.5,2,4,18,8658.91,18037.21,FY2023-24,75.0,2026-08-01
CLT-000789,0.908,Ontario Works,3.0,Low,Niagara,2024-10-01,22,Home Care,Child Care,27,5,3,25.1,2024-05-13,2025-05-27,Online Portal,Standard,0,30.9,33.0,20,17,46,6536.33,17978.75,FY2024-25,91.4,2026-03-24
CLT-000790,0.727,Child Care Subsidy,4.2,High,Southwestern,2024-10-01,22,Family,Home Care,90,0,3,14.8,2022-10-25,2025-12-02,Online Portal,Standard,58,6.5,15.7,10,29,3,13462.78,32199.87,FY2024-25,79.3,2026-01-24
CLT-000791,0.552,Community Living,5.1,Medium,Eastern,2025-07-01,21,Disability,Family,46,2,3,79.3,2024-02-07,2025-10-30,Community Agency,Standard,-5,26.0,35.5,18,14,12,6868.96,42522.86,FY2025-26,76.1,2026-03-27
CLT-000792,0.537,Ontario Works,4.5,Low,Durham,2025-01-01,14,Child Care,Child Care,61,1,1,41.3,2020-03-17,2026-06-10,Online Portal,Complex,48,64.1,79.0,17,2,22,19962.9,24516.03,FY2024-25,75.9,2026-03-15
CLT-000793,0.888,Family Support,4.3,High,Ottawa,2025-07-01,6,Child Care,Housing,88,3,2,75.7,2021-03-11,2025-12-02,School,Standard,80,37.1,18.6,18,27,6,9227.89,34592.39,FY2023-24,78.8,2026-04-08
CLT-000794,0.693,Community Living,6.0,Medium,Northern,2025-10-01,19,Child Care,Youth,67,1,3,16.6,2023-05-23,2025-09-21,Family Doctor,Complex,35,19.2,87.0,1,19,37,14590.33,39724.53,FY2025-26,71.1,2026-01-13
CLT-000795,0.714,Youth Services,6.3,High,GTA,2025-01-01,22,Family,Home Care,34,5,0,50.9,2022-04-18,2026-06-19,Court,Standard,1,47.0,43.1,16,24,33,7789.75,37803.05,FY2025-26,88.5,2026-04-28
CLT-000796,0.744,Community Living,4.2,Medium,Hamilton,2025-07-01,21,Family,Home Care,142,5,0,76.6,2020-04-15,2025-07-03,Hospital,Simple,36,53.8,49.3,17,19,42,22481.25,42440.69,FY2023-24,94.6,2026-03-18
CLT-000797,0.712,Home Care,7.3,Medium,Ottawa,2026-01-01,1,Family,Youth,77,2,0,72.1,2024-06-15,2025-07-31,Family Doctor,Standard,77,63.0,54.5,12,16,6,2533.5,36579.85,FY2025-26,70.9,2026-05-16
CLT-000798,0.697,Family Support,8.8,Low,Ottawa,2025-01-01,20,Housing,Child Care,80,2,0,80.4,2020-02-16,2025-06-20,Community Agency,Standard,39,41.8,41.5,4,17,27,23152.99,29674.85,FY2023-24,94.7,2026-04-06
CLT-000799,0.453,Youth Services,8.1,High,GTA,2026-01-01,24,Employment,Family,59,1,3,6.7,2024-03-04,2025-05-05,Community Agency,Complex,10,56.8,16.8,7,30,34,3578.43,29101.76,FY2024-25,79.2,2026-06-15
CLT-000800,0.911,Youth Services,3.8,High,Niagara,2024-04-01,19,Employment,Family,146,0,0,8.6,2021-11-02,2025-03-04,Hospital,Standard,7,51.6,27.6,2,28,21,23350.32,39958.66,FY2025-26,84.9,2026-04-08
CLT-000801,0.847,Child Care Subsidy,9.2,Low,Eastern,2025-07-01,17,Community,Disability,63,2,1,72.9,2020-05-03,2025-01-08,Other Ministry,Complex,21,70.2,93.0,13,2,23,16005.29,15303.04,FY2025-26,77.4,2026-06-16
CLT-000802,0.597,Family Support,8.6,Low,Waterloo,2026-01-01,19,Home Care,Family,98,0,0,37.3,2021-05-19,2026-02-07,Self-Referral,Complex,-3,60.4,87.4,15,15,11,11694.93,42907.76,FY2025-26,87.8,2026-07-16
CLT-000803,0.784,Family Support,3.0,Low,Southwestern,2024-10-01,17,Child Care,Community,75,2,0,74.4,2023-10-30,2026-02-27,Community Agency,Simple,-7,45.1,69.2,10,20,13,8701.67,43737.43,FY2025-26,97.6,2026-04-15
CLT-000804,0.889,Ontario Works,9.6,Low,GTA,2025-01-01,22,Employment,Home Care,135,1,0,27.4,2022-09-23,2026-03-06,School,Standard,-3,67.3,53.3,3,8,40,6849.49,14258.82,FY2023-24,85.9,2026-05-29
CLT-000805,0.536,Youth Services,8.4,Low,Waterloo,2025-10-01,19,Employment,Community,136,3,2,64.1,2023-09-12,2025-01-04,Hospital,Simple,44,38.9,82.9,19,16,29,19248.89,43687.27,FY2024-25,73.4,2026-06-30
CLT-000806,0.54,Youth Services,6.7,Medium,Northern,2026-01-01,4,Housing,Youth,60,0,3,73.5,2023-02-20,2025-05-03,Community Agency,Standard,14,56.0,75.1,1,6,19,23704.22,29941.73,FY2025-26,97.0,2026-05-10
CLT-000807,0.691,Community Living,6.0,High,Central,2025-01-01,24,Disability,Disability,113,2,3,43.2,2021-05-29,2025-04-07,School,Complex,-19,43.8,62.9,3,30,22,5228.53,41469.33,FY2024-25,99.1,2026-02-17
CLT-000808,0.722,Family Support,3.9,Medium,Northern,2024-04-01,9,Child Care,Home Care,69,0,0,66.6,2021-12-30,2026-04-07,Online Portal,Simple,-20,19.7,33.8,0,1,45,17408.46,34783.89,FY2025-26,78.2,2026-05-25
CLT-000809,0.527,Employment Services,5.5,Low,Durham,2024-07-01,2,Housing,Youth,35,5,1,17.3,2021-07-21,2026-07-12,Online Portal,Simple,55,52.7,57.4,4,23,24,24582.61,43411.96,FY2025-26,82.2,2026-02-16
CLT-000810,0.505,ODSP,9.7,Medium,Northern,2024-10-01,10,Employment,Youth,64,1,3,13.5,2022-12-28,2025-02-22,Self-Referral,Simple,19,27.9,46.7,12,6,3,12134.83,8316.16,FY2024-25,83.5,2026-06-17
CLT-000811,0.5,Child Care Subsidy,8.3,Low,Waterloo,2025-07-01,8,Community,Community,44,0,2,21.7,2023-01-18,2025-02-01,Self-Referral,Standard,39,34.5,36.6,1,3,31,6463.18,17343.38,FY2025-26,99.0,2026-01-07
CLT-000812,0.871,Home Care,7.2,Low,Eastern,2024-04-01,21,Housing,Home Care,51,0,0,22.4,2024-07-23,2026-01-25,Self-Referral,Complex,45,34.3,16.4,12,15,9,5048.13,2222.63,FY2024-25,79.5,2026-07-01
CLT-000813,0.856,Family Support,8.4,Medium,Ottawa,2024-10-01,18,Child Care,Housing,11,3,2,31.0,2022-04-13,2025-02-25,Hospital,Simple,77,22.1,82.8,4,5,23,4033.5,32749.34,FY2023-24,74.3,2026-02-16
CLT-000814,0.527,Employment Services,8.1,Low,GTA,2025-04-01,10,Housing,Housing,56,3,0,22.7,2021-01-09,2026-03-07,Other Ministry,Standard,-8,16.6,21.1,13,2,41,11907.66,41098.72,FY2025-26,86.7,2026-06-23
CLT-000815,0.479,Youth Services,8.6,Medium,Waterloo,2025-07-01,4,Community,Employment,43,0,0,53.9,2020-08-14,2025-11-24,Community Agency,Simple,35,39.1,44.4,9,23,38,20157.18,44359.91,FY2024-25,84.4,2026-04-20
CLT-000816,0.867,Family Support,3.9,Medium,Niagara,2024-04-01,1,Youth,Youth,126,2,0,48.4,2021-04-17,2026-03-25,Community Agency,Complex,-6,41.4,51.7,19,27,36,3700.42,22421.98,FY2023-24,71.5,2026-05-27
CLT-000817,0.835,Home Care,5.7,High,Northern,2025-01-01,11,Disability,Youth,148,2,3,28.0,2020-03-21,2026-06-01,Hospital,Simple,8,41.5,54.9,10,8,27,5093.55,36006.38,FY2023-24,75.0,2026-02-12
CLT-000818,0.518,Community Living,7.7,High,Northern,2024-04-01,12,Family,Employment,63,1,0,10.2,2020-02-07,2026-07-16,Family Doctor,Simple,17,53.7,94.5,14,7,37,3225.13,1236.63,FY2025-26,85.6,2026-07-16
CLT-000819,0.859,ODSP,3.8,Low,Niagara,2024-04-01,1,Child Care,Community,48,1,1,63.3,2021-02-16,2026-04-13,Online Portal,Complex,71,44.7,43.0,17,25,46,8752.54,27623.01,FY2023-24,98.3,2026-05-21
CLT-000820,0.651,Employment Services,5.6,Low,GTA,2024-04-01,20,Youth,Disability,73,3,0,80.7,2024-01-20,2025-09-08,Online Portal,Simple,-8,37.9,17.2,2,21,38,14104.75,19099.62,FY2024-25,79.9,2026-02-06
CLT-000821,0.848,Employment Services,4.0,Low,Eastern,2025-04-01,22,Employment,Child Care,102,1,2,69.8,2021-07-22,2026-02-27,Family Doctor,Simple,37,23.5,90.2,19,19,16,7442.9,44637.97,FY2024-25,95.9,2026-04-21
CLT-000822,0.661,Ontario Works,3.6,High,Northern,2025-04-01,21,Employment,Home Care,148,0,1,83.3,2023-08-29,2025-08-16,Online Portal,Complex,78,21.2,10.1,12,4,2,13506.52,25539.06,FY2023-24,84.9,2026-06-26
CLT-000823,0.592,Child Care Subsidy,6.2,Medium,Eastern,2025-10-01,10,Home Care,Disability,98,3,0,5.7,2020-06-27,2025-06-13,Community Agency,Complex,-3,39.9,38.2,17,3,43,10757.49,4402.72,FY2023-24,93.6,2026-03-25
CLT-000824,0.604,Ontario Works,5.0,Medium,Ottawa,2024-04-01,2,Housing,Home Care,66,0,2,41.2,2020-02-18,2025-02-25,Community Agency,Simple,51,17.8,22.2,2,0,5,18223.45,37536.24,FY2023-24,76.0,2026-02-02
CLT-000825,0.735,Family Support,3.5,Low,Northern,2024-04-01,21,Youth,Family,12,3,3,42.0,2021-10-27,2025-08-18,Court,Standard,28,52.4,92.5,9,20,11,22398.92,48945.0,FY2024-25,99.6,2026-06-12
CLT-000826,0.577,Ontario Works,3.7,Low,Central,2025-01-01,1,Family,Housing,62,5,2,46.8,2020-10-31,2025-09-23,School,Standard,51,69.2,17.1,13,17,10,4497.96,16574.67,FY2023-24,92.5,2026-02-02
CLT-000827,0.887,Child Care Subsidy,5.7,Low,Durham,2025-10-01,14,Community,Family,112,1,1,28.5,2020-06-05,2026-03-29,Family Doctor,Complex,36,37.0,81.8,19,9,30,11943.5,4945.46,FY2023-24,87.3,2026-06-13
CLT-000828,0.523,Ontario Works,3.2,Low,Durham,2025-04-01,17,Housing,Youth,47,1,1,31.6,2021-07-10,2025-08-03,Court,Simple,19,52.4,84.7,12,17,9,23713.12,8389.98,FY2024-25,93.7,2026-04-21
CLT-000829,0.898,Youth Services,4.1,Medium,Waterloo,2024-10-01,1,Community,Youth,82,5,0,70.1,2020-07-26,2026-05-20,School,Complex,50,6.2,22.5,7,0,42,11011.35,16029.43,FY2024-25,90.3,2026-07-21
CLT-000830,0.57,Child Care Subsidy,7.9,High,Durham,2025-04-01,19,Community,Employment,113,3,2,78.6,2020-02-07,2025-12-22,Community Agency,Simple,-15,13.5,23.7,11,9,12,16584.53,14669.33,FY2025-26,75.6,2026-01-08
CLT-000831,0.47,Family Support,3.3,High,Durham,2025-10-01,1,Disability,Housing,46,0,3,9.5,2020-04-29,2025-07-27,Hospital,Simple,69,14.9,60.5,17,26,37,15760.99,45708.54,FY2023-24,72.4,2026-07-26
CLT-000832,0.563,Ontario Works,4.4,Medium,Ottawa,2025-01-01,4,Housing,Child Care,129,5,3,8.9,2024-03-14,2025-04-18,Family Doctor,Simple,77,71.1,40.2,19,24,3,18183.08,13660.16,FY2025-26,89.4,2026-06-12
CLT-000833,0.675,Youth Services,8.9,Low,Ottawa,2024-07-01,7,Housing,Family,67,2,1,65.0,2020-02-16,2026-04-29,Hospital,Complex,47,48.8,81.2,16,23,0,12056.01,39190.09,FY2025-26,92.8,2026-07-03
CLT-000834,0.534,ODSP,9.4,Low,Niagara,2024-04-01,18,Child Care,Housing,49,1,1,62.5,2024-04-01,2026-01-29,Court,Standard,42,55.9,55.5,15,10,14,1487.8,44037.03,FY2025-26,95.9,2026-01-02
CLT-000835,0.507,Employment Services,6.7,High,Durham,2025-07-01,12,Housing,Employment,13,1,2,61.9,2021-08-23,2025-07-18,Hospital,Simple,30,69.4,23.8,3,12,37,1432.26,49672.4,FY2025-26,90.1,2026-04-08
CLT-000836,0.725,Community Living,4.8,High,Hamilton,2024-04-01,13,Housing,Family,26,3,0,25.9,2022-01-16,2025-05-26,Community Agency,Standard,-13,53.1,81.3,9,26,9,10015.68,1216.18,FY2023-24,76.5,2026-04-04
CLT-000837,0.427,Employment Services,9.1,Low,Southwestern,2025-01-01,23,Child Care,Disability,45,2,2,47.8,2021-03-27,2025-01-25,Self-Referral,Standard,-7,53.3,61.1,2,26,0,8251.62,12203.02,FY2023-24,73.0,2026-01-19
CLT-000838,0.622,Youth Services,8.2,High,Durham,2025-10-01,23,Youth,Community,72,1,2,24.8,2023-01-31,2025-04-03,Community Agency,Simple,21,1.7,20.1,8,29,31,10804.97,38666.66,FY2023-24,84.7,2026-07-29
CLT-000839,0.877,Family Support,8.8,Low,Central,2026-01-01,8,Family,Family,38,1,0,82.0,2022-10-06,2025-12-04,Community Agency,Simple,9,42.8,75.0,15,16,6,8863.47,13720.27,FY2024-25,95.6,2026-06-13
CLT-000840,0.427,Community Living,4.1,High,Niagara,2024-04-01,5,Youth,Youth,121,5,2,70.6,2022-05-15,2026-04-19,Online Portal,Simple,-16,26.1,47.5,0,14,13,1998.08,25501.97,FY2023-24,80.8,2026-07-26
CLT-000841,0.556,Community Living,6.6,High,Eastern,2026-01-01,22,Employment,Disability,35,3,2,31.1,2021-04-12,2026-06-27,Self-Referral,Simple,36,21.7,16.2,9,16,20,17789.11,33914.23,FY2024-25,71.5,2026-05-25
CLT-000842,0.502,Employment Services,8.2,Medium,Durham,2025-10-01,5,Housing,Home Care,142,2,0,43.1,2022-05-27,2025-09-14,Hospital,Simple,37,47.2,42.1,6,4,30,23667.09,43123.67,FY2025-26,76.2,2026-03-28
CLT-000843,0.523,Family Support,6.2,High,Northern,2025-07-01,20,Home Care,Disability,145,3,3,56.6,2022-04-12,2025-01-31,Court,Complex,46,71.5,60.3,7,5,3,17501.08,39228.43,FY2023-24,77.8,2026-03-30
CLT-000844,0.865,Child Care Subsidy,6.2,High,Niagara,2024-07-01,11,Housing,Community,75,0,2,21.3,2023-09-05,2025-11-26,Family Doctor,Standard,-13,53.2,52.5,14,15,45,8805.52,13479.86,FY2024-25,95.5,2026-05-31
CLT-000845,0.816,Ontario Works,4.6,High,Southwestern,2024-10-01,6,Housing,Disability,113,5,1,43.7,2021-02-26,2025-07-04,Self-Referral,Complex,2,13.0,64.7,15,3,6,19158.63,41959.91,FY2024-25,89.5,2026-05-06
CLT-000846,0.651,ODSP,9.6,Low,Niagara,2024-10-01,2,Youth,Home Care,149,2,0,29.6,2023-02-05,2026-02-18,School,Simple,27,13.1,18.8,13,30,37,692.66,29641.19,FY2023-24,75.6,2026-02-16
CLT-000847,0.841,Ontario Works,3.7,Medium,Northern,2025-10-01,9,Housing,Child Care,25,3,0,78.8,2022-07-11,2026-04-21,Self-Referral,Simple,-10,29.1,26.5,1,28,21,17288.65,47126.75,FY2024-25,87.5,2026-02-23
CLT-000848,0.509,Community Living,4.2,Medium,Niagara,2025-01-01,4,Housing,Home Care,81,3,3,88.2,2023-02-11,2025-01-06,School,Complex,-16,53.5,74.3,10,8,3,4328.71,18139.91,FY2025-26,88.4,2026-05-21
CLT-000849,0.592,Home Care,8.0,Low,Northern,2026-01-01,23,Home Care,Housing,56,4,0,18.6,2023-03-18,2025-05-01,Family Doctor,Simple,24,47.1,35.4,18,26,27,1957.74,41691.81,FY2025-26,82.6,2026-04-12
CLT-000850,0.781,Child Care Subsidy,6.1,Low,Durham,2025-04-01,12,Disability,Housing,77,4,2,7.0,2024-01-20,2025-01-01,Family Doctor,Standard,-20,30.4,52.1,11,24,26,21238.94,2063.32,FY2023-24,86.4,2026-06-20
CLT-000851,0.822,ODSP,6.8,Low,Waterloo,2024-04-01,6,Home Care,Child Care,105,2,1,57.7,2021-07-26,2025-09-23,Self-Referral,Complex,8,12.9,23.3,6,7,13,4746.17,47912.82,FY2023-24,80.7,2026-01-11
CLT-000852,0.491,Youth Services,9.2,Medium,Central,2024-04-01,4,Disability,Family,82,2,0,24.2,2022-04-09,2026-06-01,Court,Complex,80,15.4,26.5,7,6,10,7716.31,13068.2,FY2023-24,87.8,2026-02-03
CLT-000853,0.404,Ontario Works,5.4,High,Durham,2025-01-01,4,Home Care,Youth,79,0,1,79.8,2020-04-27,2026-03-31,Other Ministry,Complex,30,22.9,84.3,19,19,8,23808.78,6777.32,FY2023-24,99.0,2026-04-13
CLT-000854,0.517,Community Living,6.1,High,Central,2025-04-01,6,Child Care,Employment,108,1,2,59.5,2023-03-05,2025-07-28,Online Portal,Standard,59,71.0,18.3,4,5,25,11435.29,35446.54,FY2023-24,84.4,2026-03-01
CLT-000855,0.826,Child Care Subsidy,9.4,Medium,Hamilton,2025-07-01,5,Community,Youth,108,0,1,64.6,2023-06-25,2026-03-12,Community Agency,Standard,78,16.8,10.4,18,5,42,18674.75,27119.26,FY2024-25,79.5,2026-02-05
CLT-000856,0.56,Home Care,4.1,Low,Ottawa,2025-07-01,23,Disability,Family,100,0,2,13.0,2021-03-05,2025-05-23,Community Agency,Complex,61,8.0,30.2,1,16,28,12385.3,29972.71,FY2025-26,74.2,2026-04-30
CLT-000857,0.757,Child Care Subsidy,5.5,High,Southwestern,2024-10-01,5,Child Care,Disability,75,5,2,64.5,2023-01-10,2025-04-23,Hospital,Complex,-20,22.1,56.1,15,1,27,12571.38,19727.99,FY2025-26,75.9,2026-02-23
CLT-000858,0.92,Child Care Subsidy,7.0,High,Niagara,2025-07-01,4,Family,Employment,52,2,3,65.9,2023-09-24,2025-10-24,Family Doctor,Standard,-13,63.7,38.4,16,25,50,9302.29,26837.29,FY2023-24,94.9,2026-05-19
CLT-000859,0.501,Youth Services,7.8,High,Hamilton,2024-10-01,13,Home Care,Employment,140,2,3,46.0,2023-09-10,2025-06-22,Other Ministry,Standard,7,62.2,64.2,10,23,23,2463.75,29694.51,FY2023-24,86.7,2026-02-14
CLT-000860,0.508,Youth Services,3.1,Low,Durham,2024-10-01,12,Community,Home Care,86,3,1,52.0,2021-01-21,2025-09-15,Hospital,Complex,-19,7.0,90.4,5,7,17,2636.14,28916.85,FY2023-24,87.8,2026-07-21
CLT-000861,0.408,Family Support,5.7,High,Hamilton,2024-04-01,5,Community,Community,10,2,2,75.4,2020-04-17,2026-01-05,Family Doctor,Simple,3,5.3,81.1,20,1,1,18070.82,31111.64,FY2023-24,92.1,2026-01-22
CLT-000862,0.739,Home Care,5.5,Low,Durham,2024-10-01,5,Home Care,Youth,128,0,0,85.7,2021-03-31,2026-01-27,Self-Referral,Complex,-15,30.5,11.8,16,4,29,12403.41,2826.32,FY2024-25,78.4,2026-01-29
CLT-000863,0.945,Family Support,8.7,Low,Hamilton,2025-10-01,5,Community,Youth,65,5,2,5.9,2023-03-18,2025-11-30,School,Standard,2,14.8,46.0,14,26,27,16646.35,43012.09,FY2025-26,73.3,2026-02-20
CLT-000864,0.864,ODSP,3.1,High,Southwestern,2025-04-01,23,Child Care,Community,86,1,1,65.8,2022-03-07,2025-12-24,Court,Standard,-6,66.0,26.7,5,14,30,16633.06,20029.71,FY2024-25,84.3,2026-04-18
CLT-000865,0.928,Ontario Works,5.9,High,Eastern,2025-04-01,20,Youth,Home Care,21,2,3,73.8,2022-08-27,2025-12-02,Other Ministry,Simple,45,39.9,11.7,2,26,31,15683.2,28666.96,FY2023-24,79.0,2026-02-16
CLT-000866,0.424,Child Care Subsidy,5.0,Low,Hamilton,2025-04-01,9,Youth,Child Care,137,1,1,27.8,2022-05-27,2025-12-10,School,Complex,29,41.4,48.1,0,5,22,21916.59,38862.83,FY2024-25,92.4,2026-04-07
CLT-000867,0.897,Child Care Subsidy,5.8,High,GTA,2025-04-01,23,Housing,Home Care,60,4,3,67.4,2021-06-29,2025-03-06,Self-Referral,Simple,56,24.7,52.6,10,20,20,12301.87,47236.72,FY2023-24,72.7,2026-07-05
CLT-000868,0.564,Youth Services,8.3,High,GTA,2024-04-01,19,Disability,Housing,146,0,2,62.1,2020-04-12,2025-11-09,Online Portal,Complex,61,29.9,18.0,7,14,32,23926.53,26604.96,FY2024-25,76.4,2026-01-14
CLT-000869,0.634,Family Support,3.6,Medium,Central,2025-10-01,9,Community,Housing,43,5,3,69.2,2022-04-07,2026-07-21,Community Agency,Standard,64,21.7,69.0,16,11,33,18790.35,28991.42,FY2023-24,74.5,2026-05-02
CLT-000870,0.945,Child Care Subsidy,6.9,Low,GTA,2025-04-01,11,Employment,Housing,108,0,2,88.0,2022-01-14,2026-02-26,Family Doctor,Simple,23,64.8,29.4,7,14,17,22913.75,30014.87,FY2023-24,76.3,2026-04-12
CLT-000871,0.685,Community Living,7.5,Low,Niagara,2026-01-01,23,Child Care,Home Care,56,5,1,40.8,2022-08-31,2025-10-15,Community Agency,Complex,-18,55.6,48.4,20,16,27,8562.87,25616.69,FY2024-25,90.3,2026-07-26
CLT-000872,0.888,Family Support,6.2,Low,Waterloo,2025-10-01,7,Youth,Home Care,141,5,3,88.9,2020-02-19,2025-11-19,Other Ministry,Simple,65,46.0,58.5,4,26,7,17514.5,3875.45,FY2025-26,95.7,2026-04-19
CLT-000873,0.851,ODSP,6.7,Medium,Hamilton,2024-04-01,14,Community,Disability,57,0,0,39.2,2020-11-29,2025-01-16,Online Portal,Simple,54,42.1,75.2,16,26,39,2462.26,49764.62,FY2025-26,97.9,2026-05-06
CLT-000874,0.471,Child Care Subsidy,5.8,Medium,Eastern,2025-01-01,15,Child Care,Housing,11,4,3,74.9,2021-09-22,2025-09-26,Hospital,Standard,55,21.4,12.6,18,17,43,23865.18,12486.46,FY2023-24,90.2,2026-03-02
CLT-000875,0.965,Employment Services,7.7,High,Waterloo,2024-04-01,4,Youth,Family,117,3,0,89.5,2023-05-11,2025-07-03,Community Agency,Complex,23,59.1,47.3,0,11,16,24907.74,26994.6,FY2024-25,77.0,2026-05-12
CLT-000876,0.838,Employment Services,7.5,Low,GTA,2024-10-01,23,Child Care,Housing,147,0,3,45.1,2020-01-12,2026-01-31,Family Doctor,Complex,14,47.9,67.6,10,28,41,13428.75,43321.17,FY2023-24,73.1,2026-06-16
CLT-000877,0.902,Child Care Subsidy,9.1,High,Durham,2024-07-01,11,Employment,Disability,124,0,0,45.5,2023-05-11,2025-06-09,Family Doctor,Complex,18,3.5,84.8,6,0,32,15913.04,2540.83,FY2025-26,96.9,2026-01-17
